round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
7278,1,49.84%,77.41%,0.6531,"[0.47956880927085876, 0.5204312205314636]"
7279,1,49.85%,77.42%,0.3786,"[0.31516629457473755, 0.6848337650299072]"
7280,1,49.86%,77.42%,0.3439,"[0.2909682095050812, 0.7090318202972412]"
7281,0,49.85%,77.42%,0.3940,"[0.6743618249893188, 0.32563814520835876]"
7282,1,49.86%,77.43%,0.6400,"[0.4727104902267456, 0.5272894501686096]"
7283,0,49.85%,77.43%,0.3426,"[0.7099215984344482, 0.29007840156555176]"
7284,0,49.84%,77.43%,0.3410,"[0.711045503616333, 0.28895440697669983]"
7285,1,49.85%,77.42%,0.9485,"[0.6126787662506104, 0.3873211741447449]"
7286,1,49.86%,77.43%,0.6870,"[0.4969384968280792, 0.5030615925788879]"
7287,1,49.86%,77.41%,0.7063,"[0.5065420269966125, 0.49345797300338745]"
7288,0,49.86%,77.42%,0.6595,"[0.5171169638633728, 0.4828830659389496]"
7289,0,49.85%,77.42%,0.3760,"[0.6865976452827454, 0.313402384519577]"
7290,0,49.84%,77.42%,0.3789,"[0.6846283078193665, 0.3153717517852783]"
7291,1,49.85%,77.41%,0.8621,"[0.577727198600769, 0.4222727417945862]"
7292,0,49.84%,77.42%,0.3585,"[0.6987475752830505, 0.30125242471694946]"
7293,0,49.84%,77.42%,0.3845,"[0.6808198094367981, 0.3191802501678467]"
7294,1,49.84%,77.42%,0.6510,"[0.4784802794456482, 0.5215197801589966]"
7295,1,49.85%,77.43%,0.6623,"[0.4843316078186035, 0.5156683325767517]"
7296,0,49.84%,77.43%,0.3496,"[0.7049612402915955, 0.29503878951072693]"
7297,0,49.84%,77.43%,0.3588,"[0.698523998260498, 0.30147600173950195]"
7298,1,49.84%,77.42%,0.7079,"[0.5073237419128418, 0.492676317691803]"
7299,0,49.84%,77.42%,0.5363,"[0.5848944187164307, 0.41510558128356934]"
7300,0,49.83%,77.43%,0.3647,"[0.6944339871406555, 0.3055660128593445]"
7301,0,49.82%,77.43%,0.3625,"[0.6959120631217957, 0.3040879964828491]"
7302,0,49.82%,77.43%,0.3305,"[0.7185299396514893, 0.28147003054618835]"
7303,1,49.82%,77.42%,0.7879,"[0.5451903939247131, 0.45480960607528687]"
7304,0,49.82%,77.43%,0.3563,"[0.700236976146698, 0.2997629940509796]"
7305,1,49.82%,77.43%,0.6855,"[0.49614205956459045, 0.5038579702377319]"
7306,0,49.82%,77.43%,0.4823,"[0.6173394322395325, 0.3826606273651123]"
7307,1,49.82%,77.44%,0.6525,"[0.4792431890964508, 0.520756721496582]"
7308,0,49.82%,77.44%,0.3626,"[0.6958507895469666, 0.30414921045303345]"
7309,1,49.82%,77.43%,0.8668,"[0.5797083377838135, 0.4202916622161865]"
7310,0,49.82%,77.43%,0.3851,"[0.6803792119026184, 0.319620817899704]"
7311,0,49.81%,77.43%,0.3584,"[0.6987754702568054, 0.3012245297431946]"
7312,1,49.82%,77.42%,0.7388,"[0.5222896337509155, 0.4777103662490845]"
7313,1,49.82%,77.41%,0.7273,"[0.5168032646179199, 0.4831967055797577]"
7314,1,49.83%,77.42%,0.6925,"[0.4996756911277771, 0.5003243684768677]"
7315,1,49.84%,77.42%,0.3755,"[0.31304308772087097, 0.6869568824768066]"
7316,0,49.83%,77.42%,0.3450,"[0.7082006931304932, 0.2917993366718292]"
7317,1,49.84%,77.43%,0.6680,"[0.48725152015686035, 0.5127484798431396]"
7318,0,49.83%,77.43%,0.3419,"[0.710399866104126, 0.2896001636981964]"
7319,0,49.82%,77.43%,0.3836,"[0.6814157962799072, 0.3185842037200928]"
7320,1,49.83%,77.43%,0.3611,"[0.3030751943588257, 0.6969248056411743]"
7321,0,49.82%,77.44%,0.3492,"[0.7052610516548157, 0.29473891854286194]"
7322,1,49.83%,77.44%,0.6520,"[0.47900301218032837, 0.5209969878196716]"
7323,1,49.84%,77.44%,0.3498,"[0.29515546560287476, 0.7048444747924805]"
7324,1,49.84%,77.45%,0.3436,"[0.2907831370830536, 0.7092168927192688]"
7325,1,49.85%,77.45%,0.6817,"[0.4942241311073303, 0.5057759284973145]"
7326,1,49.86%,77.44%,0.7111,"[0.5088931322097778, 0.49110686779022217]"
7327,0,49.85%,77.44%,0.3388,"[0.7125921845436096, 0.2874078154563904]"
7328,0,49.84%,77.45%,0.3609,"[0.6970835328102112, 0.3029164671897888]"
7329,1,49.85%,77.45%,0.3671,"[0.30722522735595703, 0.692774772644043]"
7330,0,49.84%,77.45%,0.5280,"[0.5898077487945557, 0.4101922810077667]"
7331,0,49.84%,77.45%,0.3481,"[0.7060576677322388, 0.293942391872406]"
7332,0,49.83%,77.46%,0.3584,"[0.6987939476966858, 0.3012060821056366]"
7333,0,49.82%,77.46%,0.6903,"[0.5014291405677795, 0.49857088923454285]"
7334,0,49.82%,77.46%,0.3629,"[0.6956707835197449, 0.30432918667793274]"
7335,0,49.81%,77.47%,0.3854,"[0.6801636815071106, 0.3198363184928894]"
7336,0,49.80%,77.47%,0.3508,"[0.7041032314300537, 0.2958967387676239]"
7337,1,49.81%,77.47%,0.3673,"[0.30737465620040894, 0.6926253437995911]"
7338,0,49.80%,77.48%,0.5444,"[0.5802047848701477, 0.4197951853275299]"
7339,0,49.80%,77.48%,0.3481,"[0.7060117125511169, 0.29398834705352783]"
7340,0,49.79%,77.48%,0.3313,"[0.7179610133171082, 0.28203898668289185]"
7341,1,49.80%,77.47%,0.7076,"[0.5071837306022644, 0.4928162693977356]"
7342,0,49.79%,77.48%,0.3583,"[0.6988362669944763, 0.30116376280784607]"
7343,0,49.78%,77.48%,0.5088,"[0.6011967062950134, 0.3988032639026642]"
7344,0,49.78%,77.47%,0.7093,"[0.4919804036617279, 0.5080196261405945]"
7345,1,49.78%,77.47%,0.3468,"[0.2930647134780884, 0.7069352269172668]"
7346,1,49.79%,77.46%,0.8719,"[0.5818319916725159, 0.4181680679321289]"
7347,1,49.80%,77.45%,0.7045,"[0.5056599378585815, 0.49434009194374084]"
7348,1,49.80%,77.45%,0.6782,"[0.4924584627151489, 0.5075415968894958]"
7349,0,49.80%,77.46%,0.3246,"[0.7228485941886902, 0.2771514058113098]"
7350,0,49.79%,77.46%,0.3398,"[0.7119253873825073, 0.28807464241981506]"
7351,1,49.80%,77.46%,0.6770,"[0.4918670356273651, 0.5081329345703125]"
7352,0,49.79%,77.46%,0.3889,"[0.6777941584587097, 0.32220590114593506]"
7353,0,49.78%,77.47%,0.3310,"[0.7182259559631348, 0.28177398443222046]"
7354,1,49.79%,77.47%,0.6839,"[0.4953305125236511, 0.5046695470809937]"
7355,1,49.80%,77.46%,0.9404,"[0.6095302104949951, 0.3904697597026825]"
7356,0,49.79%,77.46%,0.3594,"[0.6980727314949036, 0.30192726850509644]"
7357,0,49.78%,77.47%,0.3470,"[0.706812858581543, 0.29318714141845703]"
7358,0,49.78%,77.47%,0.3465,"[0.7071796655654907, 0.29282039403915405]"
7359,0,49.77%,77.46%,0.7133,"[0.49002113938331604, 0.5099788308143616]"
7360,0,49.76%,77.46%,0.3455,"[0.7078918218612671, 0.2921081781387329]"
7361,0,49.76%,77.47%,0.3442,"[0.7087697982788086, 0.2912302613258362]"
7362,0,49.75%,77.47%,0.3933,"[0.6748408675193787, 0.32515913248062134]"
7363,1,49.76%,77.46%,0.7615,"[0.5330290198326111, 0.4669710099697113]"
7364,0,49.75%,77.46%,0.3999,"[0.6703761219978333, 0.32962387800216675]"
7365,0,49.74%,77.46%,0.3248,"[0.722654402256012, 0.27734559774398804]"
7366,1,49.75%,77.47%,0.3343,"[0.2841739356517792, 0.7158260345458984]"
7367,0,49.74%,77.47%,0.4711,"[0.6242933869361877, 0.37570658326148987]"
7368,1,49.75%,77.47%,0.6675,"[0.48702001571655273, 0.5129799246788025]"
7369,0,49.74%,77.46%,0.7062,"[0.4935240149497986, 0.5064759850502014]"
7370,0,49.74%,77.47%,0.3869,"[0.6791753172874451, 0.32082462310791016]"
7371,1,49.74%,77.47%,0.6699,"[0.4882229268550873, 0.5117770433425903]"
7372,0,49.74%,77.47%,0.3401,"[0.7116748094558716, 0.2883251905441284]"
7373,0,49.73%,77.46%,0.7566,"[0.46926552057266235, 0.5307344198226929]"
7374,1,49.74%,77.46%,0.6831,"[0.4949425458908081, 0.5050574541091919]"
7375,1,49.74%,77.45%,0.8532,"[0.573942244052887, 0.42605772614479065]"
7376,0,49.74%,77.44%,0.7331,"[0.48041093349456787, 0.5195890069007874]"
7377,1,49.74%,77.45%,0.6928,"[0.4998279809951782, 0.5001720190048218]"
7378,0,49.74%,77.45%,0.6867,"[0.5032095909118652, 0.49679034948349]"
7379,0,49.73%,77.45%,0.4098,"[0.663765013217926, 0.33623501658439636]"
7380,0,49.72%,77.46%,0.3380,"[0.7132256031036377, 0.2867743968963623]"
7381,1,49.73%,77.46%,0.3419,"[0.2895568907260895, 0.7104430794715881]"
7382,1,49.74%,77.46%,0.3590,"[0.30162569880485535, 0.6983742713928223]"
7383,1,49.74%,77.46%,0.6656,"[0.4860423505306244, 0.5139576196670532]"
7384,1,49.75%,77.47%,0.3527,"[0.2972206175327301, 0.7027793526649475]"
7385,0,49.74%,77.47%,0.3481,"[0.7060232162475586, 0.29397672414779663]"
7386,1,49.75%,77.47%,0.4166,"[0.34069719910621643, 0.6593027710914612]"
7387,0,49.74%,77.48%,0.3462,"[0.707398533821106, 0.29260140657424927]"
7388,1,49.75%,77.48%,0.6874,"[0.49712321162223816, 0.5028767585754395]"
7389,1,49.76%,77.48%,0.6643,"[0.48537278175354004, 0.51462721824646]"
7390,1,49.76%,77.49%,0.6356,"[0.4703618288040161, 0.5296381711959839]"
7391,1,49.77%,77.48%,0.8791,"[0.5848409533500671, 0.4151590168476105]"
7392,1,49.78%,77.47%,0.8364,"[0.5667301416397095, 0.43326982855796814]"
7393,0,49.77%,77.47%,0.3436,"[0.7091823816299438, 0.29081764817237854]"
7394,1,49.78%,77.47%,0.6410,"[0.47324514389038086, 0.5267548561096191]"
7395,0,49.77%,77.47%,0.5067,"[0.6025006175041199, 0.39749935269355774]"
7396,1,49.78%,77.48%,0.6510,"[0.4784681797027588, 0.5215317606925964]"
7397,0,49.77%,77.48%,0.3475,"[0.7064194083213806, 0.2935806214809418]"
7398,1,49.78%,77.48%,0.6763,"[0.49152275919914246, 0.5084772706031799]"
7399,0,49.77%,77.49%,0.3407,"[0.7112582325935364, 0.28874173760414124]"
7400,1,49.78%,77.48%,0.7060,"[0.506390392780304, 0.49360954761505127]"
7401,1,49.78%,77.48%,0.6740,"[0.49033764004707336, 0.509662389755249]"
7402,0,49.78%,77.48%,0.3321,"[0.7174262404441833, 0.28257372975349426]"
7403,0,49.77%,77.49%,0.3296,"[0.7191913723945618, 0.28080856800079346]"
7404,1,49.78%,77.47%,0.8754,"[0.5833115577697754, 0.41668838262557983]"
7405,1,49.78%,77.46%,0.9016,"[0.5940830111503601, 0.4059169292449951]"
7406,1,49.79%,77.45%,0.7137,"[0.5101479887962341, 0.4898519814014435]"
7407,0,49.78%,77.46%,0.3671,"[0.6927200555801392, 0.30727994441986084]"
7408,0,49.78%,77.46%,0.3624,"[0.695980429649353, 0.304019570350647]"
7409,0,49.77%,77.46%,0.3693,"[0.6912480592727661, 0.3087518811225891]"
7410,0,49.76%,77.47%,0.4584,"[0.6323070526123047, 0.3676929771900177]"
7411,0,49.76%,77.47%,0.3518,"[0.7033904790878296, 0.2966095209121704]"
7412,1,49.76%,77.47%,0.6521,"[0.47905969619750977, 0.520940363407135]"
7413,0,49.76%,77.48%,0.4172,"[0.6588780283927917, 0.34112194180488586]"
7414,1,49.76%,77.46%,0.6952,"[0.5010311603546143, 0.49896886944770813]"
7415,0,49.76%,77.47%,0.3409,"[0.7111155390739441, 0.2888845205307007]"
7416,0,49.75%,77.47%,0.3446,"[0.7084817886352539, 0.2915181815624237]"
7417,0,49.74%,77.47%,0.3657,"[0.6937224864959717, 0.3062775135040283]"
7418,0,49.74%,77.48%,0.3547,"[0.7013967037200928, 0.29860323667526245]"
7419,0,49.73%,77.47%,0.7626,"[0.46643441915512085, 0.5335655808448792]"
7420,1,49.74%,77.47%,0.3846,"[0.3192632496356964, 0.6807367205619812]"
7421,0,49.73%,77.46%,0.7267,"[0.4834790825843811, 0.5165208578109741]"
7422,1,49.74%,77.46%,0.6573,"[0.4817405641078949, 0.5182594656944275]"
7423,0,49.73%,77.46%,0.3390,"[0.7124689221382141, 0.2875309884548187]"
7424,1,49.74%,77.47%,0.6619,"[0.48414379358291626, 0.5158562064170837]"
7425,1,49.74%,77.46%,0.6937,"[0.5002895593643188, 0.4997105002403259]"
7426,1,49.75%,77.46%,0.6732,"[0.4899090826511383, 0.5100909471511841]"
7427,1,49.76%,77.46%,0.3669,"[0.30712732672691345, 0.6928726434707642]"
7428,1,49.76%,77.45%,0.7329,"[0.5195094347000122, 0.4804905652999878]"
7429,1,49.77%,77.46%,0.6537,"[0.479859858751297, 0.5201402306556702]"
7430,0,49.76%,77.46%,0.5224,"[0.5930848717689514, 0.4069150984287262]"
7431,0,49.76%,77.46%,0.3851,"[0.6803901195526123, 0.3196099102497101]"
7432,0,49.75%,77.47%,0.3356,"[0.7149279713630676, 0.2850720286369324]"
7433,0,49.74%,77.45%,0.7416,"[0.4763563573360443, 0.5236436128616333]"
7434,0,49.74%,77.44%,0.7097,"[0.49178341031074524, 0.5082165598869324]"
7435,1,49.74%,77.45%,0.6853,"[0.4960789978504181, 0.5039210319519043]"
7436,1,49.75%,77.45%,0.3728,"[0.3112248480319977, 0.6887751817703247]"
7437,1,49.76%,77.45%,0.3320,"[0.2824782729148865, 0.7175217866897583]"
7438,0,49.75%,77.46%,0.3735,"[0.6883527040481567, 0.31164732575416565]"
7439,0,49.74%,77.46%,0.5226,"[0.5929803848266602, 0.40701955556869507]"
7440,1,49.75%,77.46%,0.6352,"[0.47018200159072876, 0.529818058013916]"
7441,1,49.76%,77.47%,0.3720,"[0.3106406629085541, 0.6893593072891235]"
7442,0,49.75%,77.47%,0.3206,"[0.7257195115089417, 0.27428048849105835]"
7443,1,49.76%,77.47%,0.6360,"[0.47060519456863403, 0.5293947458267212]"
7444,1,49.76%,77.47%,0.6528,"[0.47939756512641907, 0.5206024050712585]"
7445,1,49.77%,77.48%,0.6572,"[0.4817008376121521, 0.5182991027832031]"
7446,1,49.78%,77.48%,0.6862,"[0.49653786420822144, 0.5034620761871338]"
7447,1,49.79%,77.48%,0.6365,"[0.47086095809936523, 0.5291390419006348]"
7448,1,49.79%,77.49%,0.6910,"[0.49891313910484314, 0.501086950302124]"
7449,0,49.79%,77.49%,0.3454,"[0.7079221606254578, 0.29207780957221985]"
7450,0,49.78%,77.49%,0.3610,"[0.6970096826553345, 0.3029903173446655]"
7451,0,49.77%,77.50%,0.3520,"[0.7032998204231262, 0.2967001795768738]"
7452,0,49.77%,77.50%,0.3590,"[0.6983823776245117, 0.3016176223754883]"
7453,0,49.76%,77.50%,0.3415,"[0.7106692790985107, 0.28933072090148926]"
7454,1,49.77%,77.51%,0.6457,"[0.47570326924324036, 0.5242967009544373]"
7455,0,49.76%,77.49%,0.7572,"[0.468977689743042, 0.531022310256958]"
7456,0,49.75%,77.50%,0.3419,"[0.7104523777961731, 0.2895475924015045]"
7457,1,49.76%,77.50%,0.6600,"[0.48313820362091064, 0.5168617963790894]"
7458,0,49.75%,77.49%,0.7178,"[0.48781853914260864, 0.5121814608573914]"
7459,1,49.76%,77.49%,0.3455,"[0.2921205163002014, 0.7078794836997986]"
7460,1,49.77%,77.48%,0.8432,"[0.5696505308151245, 0.4303494393825531]"
7461,0,49.76%,77.49%,0.3359,"[0.7147194147109985, 0.28528061509132385]"
7462,1,49.77%,77.48%,0.7679,"[0.5360265374183655, 0.46397343277931213]"
7463,1,49.77%,77.48%,0.3405,"[0.2885534167289734, 0.7114466428756714]"
7464,0,49.77%,77.48%,0.3654,"[0.6938885450363159, 0.3061114549636841]"
7465,1,49.77%,77.48%,0.6207,"[0.4624480605125427, 0.5375519394874573]"
7466,0,49.77%,77.49%,0.6427,"[0.5258738398551941, 0.4741261303424835]"
7467,0,49.76%,77.49%,0.3465,"[0.7071399688720703, 0.2928599417209625]"
7468,0,49.75%,77.49%,0.3414,"[0.7107740044593811, 0.2892260253429413]"
7469,1,49.76%,77.48%,0.7617,"[0.5331248641014099, 0.4668750762939453]"
7470,0,49.75%,77.49%,0.5135,"[0.5983946919441223, 0.4016052782535553]"
7471,1,49.76%,77.49%,0.6208,"[0.46250128746032715, 0.5374987721443176]"
7472,1,49.77%,77.48%,0.7240,"[0.5152134299278259, 0.4847865700721741]"
7473,1,49.77%,77.47%,0.8971,"[0.5922418236732483, 0.4077581763267517]"
7474,1,49.78%,77.46%,0.8745,"[0.5829324722290039, 0.4170675575733185]"
7475,1,49.79%,77.46%,0.6756,"[0.49116936326026917, 0.5088306069374084]"
7476,0,49.78%,77.46%,0.3561,"[0.7003676295280457, 0.29963231086730957]"
7477,0,49.77%,77.47%,0.3312,"[0.7180703282356262, 0.2819296717643738]"
7478,0,49.77%,77.46%,0.7321,"[0.4808846414089203, 0.5191153883934021]"
7479,0,49.76%,77.46%,0.3319,"[0.7175602316856384, 0.2824397385120392]"
7480,0,49.75%,77.46%,0.3306,"[0.7185249924659729, 0.2814750373363495]"
7481,1,49.76%,77.47%,0.3365,"[0.28575196862220764, 0.71424800157547]"
7482,0,49.75%,77.47%,0.3667,"[0.6930345892906189, 0.3069654107093811]"
7483,1,49.76%,77.47%,0.6564,"[0.4812612235546112, 0.5187387466430664]"
7484,1,49.77%,77.47%,0.6630,"[0.48470157384872437, 0.5152984261512756]"
7485,0,49.76%,77.48%,0.3578,"[0.6991939544677734, 0.30080607533454895]"
7486,0,49.75%,77.47%,0.7189,"[0.4872874617576599, 0.5127125382423401]"
7487,1,49.76%,77.47%,0.3678,"[0.3077128231525421, 0.6922872066497803]"
7488,1,49.77%,77.47%,0.3438,"[0.290955126285553, 0.709044873714447]"
7489,1,49.77%,77.46%,0.7046,"[0.5056747794151306, 0.494325190782547]"
7490,0,49.77%,77.47%,0.3945,"[0.6740384101867676, 0.3259616196155548]"
7491,0,49.76%,77.47%,0.3309,"[0.718244194984436, 0.28175583481788635]"
7492,1,49.77%,77.47%,0.3541,"[0.29819729924201965, 0.701802670955658]"
7493,0,49.76%,77.48%,0.3847,"[0.6806542277336121, 0.31934574246406555]"
7494,1,49.77%,77.46%,0.7338,"[0.5199395418167114, 0.4800603985786438]"
7495,1,49.77%,77.45%,0.7027,"[0.5047649145126343, 0.4952350854873657]"
7496,1,49.78%,77.46%,0.3810,"[0.31684696674346924, 0.6831530332565308]"
7497,0,49.77%,77.46%,0.3602,"[0.6975308060646057, 0.3024691641330719]"
7498,0,49.77%,77.46%,0.3377,"[0.7133821249008179, 0.2866179049015045]"
7499,1,49.77%,77.45%,0.7476,"[0.5264936685562134, 0.47350630164146423]"
7500,1,49.78%,77.46%,0.6903,"[0.4985663890838623, 0.5014336109161377]"
7501,1,49.79%,77.46%,0.6794,"[0.49306419491767883, 0.5069357752799988]"
7502,1,49.79%,77.45%,0.9356,"[0.6076409816741943, 0.3923589885234833]"
7503,1,49.80%,77.44%,0.7405,"[0.5231469869613647, 0.4768529534339905]"
7504,0,49.79%,77.44%,0.3542,"[0.7017381191253662, 0.29826197028160095]"
7505,0,49.79%,77.43%,0.7137,"[0.48981204628944397, 0.5101879239082336]"
7506,1,49.79%,77.43%,0.3585,"[0.30125951766967773, 0.6987404227256775]"
7507,1,49.80%,77.44%,0.3695,"[0.3089051842689514, 0.6910947561264038]"
7508,0,49.79%,77.43%,0.7103,"[0.4915178716182709, 0.5084821581840515]"
7509,0,49.79%,77.43%,0.3651,"[0.694154679775238, 0.3058452904224396]"
7510,0,49.78%,77.43%,0.3895,"[0.6773658394813538, 0.32263416051864624]"
7511,0,49.77%,77.44%,0.3512,"[0.7038158774375916, 0.2961842119693756]"
7512,0,49.77%,77.44%,0.3546,"[0.7014660835266113, 0.2985338866710663]"
7513,0,49.76%,77.44%,0.3307,"[0.7183887362480164, 0.28161123394966125]"
7514,1,49.77%,77.45%,0.6651,"[0.485775351524353, 0.5142247080802917]"
7515,1,49.77%,77.43%,0.7043,"[0.5055606365203857, 0.49443933367729187]"
7516,0,49.77%,77.44%,0.4027,"[0.6685338616371155, 0.3314661681652069]"
7517,0,49.76%,77.43%,0.7109,"[0.49122264981269836, 0.5087773203849792]"
7518,0,49.75%,77.43%,0.3351,"[0.7152678966522217, 0.2847321033477783]"
7519,0,49.75%,77.43%,0.3644,"[0.6946107149124146, 0.30538931488990784]"
7520,0,49.74%,77.44%,0.3531,"[0.7025241851806641, 0.29747581481933594]"
7521,0,49.73%,77.44%,0.3897,"[0.677291750907898, 0.32270827889442444]"
7522,0,49.73%,77.44%,0.3232,"[0.7238472700119019, 0.27615272998809814]"
7523,1,49.73%,77.43%,0.9152,"[0.5995742678642273, 0.40042564272880554]"
7524,0,49.73%,77.44%,0.3643,"[0.6947059631347656, 0.305294007062912]"
7525,0,49.72%,77.44%,0.3509,"[0.704058051109314, 0.29594194889068604]"
7526,1,49.73%,77.43%,0.8554,"[0.5748704075813293, 0.4251295328140259]"
7527,0,49.72%,77.43%,0.3683,"[0.6918820142745972, 0.30811798572540283]"
7528,1,49.73%,77.43%,0.3829,"[0.3180893659591675, 0.6819106936454773]"
7529,1,49.73%,77.44%,0.3411,"[0.28898346424102783, 0.7110165357589722]"
7530,1,49.74%,77.44%,0.3529,"[0.29735150933265686, 0.7026484608650208]"
7531,1,49.75%,77.44%,0.3327,"[0.2830379605293274, 0.7169620394706726]"
7532,1,49.75%,77.45%,0.6923,"[0.4995923936367035, 0.5004076361656189]"
7533,0,49.75%,77.45%,0.3406,"[0.711311399936676, 0.2886885404586792]"
7534,1,49.75%,77.45%,0.6776,"[0.49214911460876465, 0.5078508257865906]"
7535,1,49.76%,77.45%,0.6542,"[0.48014315962791443, 0.5198568105697632]"
7536,0,49.75%,77.46%,0.3464,"[0.7072276473045349, 0.2927723228931427]"
7537,0,49.75%,77.46%,0.3560,"[0.7004492282867432, 0.29955077171325684]"
7538,1,49.75%,77.46%,0.6377,"[0.47151973843574524, 0.5284802317619324]"
7539,1,49.76%,77.47%,0.6389,"[0.4721505045890808, 0.527849555015564]"
7540,1,49.77%,77.46%,0.8617,"[0.5775448083877563, 0.42245519161224365]"
7541,1,49.77%,77.46%,0.6721,"[0.4893791377544403, 0.5106208920478821]"
7542,0,49.77%,77.46%,0.3881,"[0.6783342957496643, 0.3216657340526581]"
7543,0,49.76%,77.47%,0.3918,"[0.6758208274841309, 0.32417914271354675]"
7544,0,49.75%,77.47%,0.3536,"[0.7021878957748413, 0.2978120744228363]"
7545,1,49.76%,77.47%,0.6395,"[0.4724207818508148, 0.5275792479515076]"
7546,0,49.75%,77.47%,0.3899,"[0.6771330833435059, 0.32286694645881653]"
7547,0,49.75%,77.48%,0.3685,"[0.6917685270309448, 0.3082314729690552]"
7548,1,49.75%,77.47%,0.7419,"[0.5238134264945984, 0.4761865735054016]"
7549,1,49.76%,77.47%,0.3949,"[0.32627877593040466, 0.673721194267273]"
7550,1,49.77%,77.47%,0.4046,"[0.33272385597229004, 0.6672762036323547]"
7551,1,49.77%,77.46%,0.6956,"[0.5012299418449402, 0.4987701177597046]"
7552,1,49.78%,77.47%,0.6716,"[0.4890911877155304, 0.510908842086792]"
7553,0,49.77%,77.47%,0.3606,"[0.6972454190254211, 0.3027545213699341]"
7554,1,49.78%,77.46%,0.7152,"[0.5108832120895386, 0.4891168177127838]"
7555,1,49.79%,77.46%,0.3655,"[0.3061497211456299, 0.6938503384590149]"
7556,0,49.78%,77.46%,0.3395,"[0.7120909690856934, 0.28790903091430664]"
7557,1,49.79%,77.45%,0.7057,"[0.5062575936317444, 0.4937424063682556]"
7558,0,49.78%,77.46%,0.5520,"[0.575786828994751, 0.4242132604122162]"
7559,0,49.78%,77.46%,0.3545,"[0.7015208005905151, 0.29847919940948486]"
7560,0,49.77%,77.46%,0.5575,"[0.5726454854011536, 0.4273545742034912]"
7561,0,49.76%,77.47%,0.3602,"[0.697518527507782, 0.3024815022945404]"
7562,0,49.76%,77.47%,0.3366,"[0.7141889333724976, 0.28581109642982483]"
7563,1,49.76%,77.47%,0.6388,"[0.47205641865730286, 0.5279436111450195]"
7564,1,49.77%,77.46%,0.7147,"[0.5106555223464966, 0.48934444785118103]"
7565,0,49.76%,77.46%,0.3915,"[0.6760725378990173, 0.32392746210098267]"
7566,1,49.77%,77.45%,0.8552,"[0.5748113989830017, 0.4251886308193207]"
7567,1,49.78%,77.44%,0.7226,"[0.5145272016525269, 0.48547279834747314]"
7568,0,49.77%,77.45%,0.3708,"[0.690186083316803, 0.309813916683197]"
7569,0,49.76%,77.45%,0.3291,"[0.7195473313331604, 0.280452698469162]"
7570,0,49.76%,77.45%,0.3339,"[0.7161402106285095, 0.2838597893714905]"
7571,1,49.76%,77.44%,0.9329,"[0.6065725088119507, 0.39342743158340454]"
7572,1,49.77%,77.45%,0.6511,"[0.4785536825656891, 0.5214462876319885]"
7573,0,49.76%,77.45%,0.3451,"[0.7081766128540039, 0.2918233871459961]"
7574,1,49.77%,77.45%,0.6729,"[0.4897964298725128, 0.5102035999298096]"
7575,0,49.76%,77.46%,0.3397,"[0.7119947671890259, 0.28800517320632935]"
7576,1,49.77%,77.46%,0.3492,"[0.29474762082099915, 0.7052524089813232]"
7577,1,49.78%,77.45%,0.8714,"[0.5816154479980469, 0.4183846116065979]"
7578,1,49.78%,77.45%,0.3818,"[0.3173809349536896, 0.6826189756393433]"
7579,1,49.79%,77.45%,0.6412,"[0.4733182489871979, 0.5266817212104797]"
7580,0,49.78%,77.46%,0.3930,"[0.6750616431236267, 0.3249383568763733]"
7581,0,49.78%,77.46%,0.3329,"[0.7168678045272827, 0.2831321358680725]"
7582,0,49.77%,77.46%,0.3659,"[0.6935998797416687, 0.3064000904560089]"
7583,1,49.78%,77.45%,0.8573,"[0.5757144689559937, 0.4242854714393616]"
7584,0,49.77%,77.46%,0.3698,"[0.6908437609672546, 0.309156209230423]"
7585,1,49.78%,77.45%,0.7120,"[0.5093359351158142, 0.4906640350818634]"
7586,1,49.78%,77.44%,0.7285,"[0.5173740983009338, 0.48262590169906616]"
7587,0,49.78%,77.44%,0.3329,"[0.7168480157852173, 0.2831519544124603]"
7588,0,49.77%,77.44%,0.3747,"[0.6874939203262329, 0.3125060796737671]"
7589,0,49.76%,77.44%,0.3371,"[0.7138552069664001, 0.28614482283592224]"
7590,0,49.76%,77.43%,0.7504,"[0.47216853499412537, 0.5278314352035522]"
7591,0,49.75%,77.44%,0.3847,"[0.6806885004043579, 0.3193114995956421]"
7592,1,49.76%,77.44%,0.3487,"[0.2943820655345917, 0.7056179642677307]"
7593,0,49.75%,77.44%,0.3465,"[0.7071921229362488, 0.2928078770637512]"
7594,0,49.74%,77.43%,0.7146,"[0.4893774688243866, 0.5106224417686462]"
7595,1,49.75%,77.44%,0.3485,"[0.2942516505718231, 0.7057483196258545]"
7596,0,49.74%,77.44%,0.3508,"[0.7041105628013611, 0.2958894371986389]"
7597,0,49.74%,77.44%,0.6637,"[0.514934778213501, 0.48506516218185425]"
7598,0,49.73%,77.44%,0.3472,"[0.7066406607627869, 0.2933593690395355]"
7599,0,49.72%,77.45%,0.3355,"[0.715009868144989, 0.2849901616573334]"
7600,1,49.73%,77.44%,0.9123,"[0.5984108448028564, 0.4015890955924988]"
7601,1,49.74%,77.44%,0.6635,"[0.4849393367767334, 0.5150606632232666]"
7602,0,49.73%,77.44%,0.3834,"[0.6815733313560486, 0.3184266686439514]"
7603,0,49.72%,77.45%,0.3748,"[0.6874316334724426, 0.3125683665275574]"
