round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs
1220,0,0,0,0.001306321,0.998693705,0,1,0,1,0.838591516
1221,9,27,9,0.001260584,0.998739421,9,1,9,1,0.16739963
1222,27,27,27,0.001129583,0.998870432,27,1,27,1,0.977070272
1223,22,22,25,0.001116581,0.998883426,25,0,25,0,0.637301147
1224,4,4,4,0.001156146,0.998843849,4,1,4,1,0.743331909
1225,19,19,19,0.001203643,0.998796344,19,1,19,1,0.985675991
1226,16,16,16,0.001216835,0.998783171,16,1,16,1,0.977634072
1227,2,2,2,0.001226819,0.998773158,2,1,2,1,0.922570348
1228,2,2,2,0.001193083,0.998806894,2,1,2,1,0.993075907
1229,6,3,11,0.001187173,0.998812854,11,0,11,0,0.010468573
1230,0,0,0,0.00142638,0.998573601,0,1,0,1,0.891361654
1231,21,21,21,0.001480934,0.998519063,21,1,21,1,0.999985754
1232,12,8,12,0.001481561,0.998518467,12,1,12,1,0.091765948
1233,5,5,5,0.001251249,0.998748779,5,1,5,1,0.981822789
1234,11,2,20,0.001257272,0.9987427,20,0,11,1,0.068659142
1235,27,27,27,0.001045649,0.998954356,27,1,27,1,0.96637398
1236,11,11,4,0.001027539,0.998972476,4,0,4,0,0.395828426
1237,11,11,4,0.001136762,0.99886322,4,0,13,0,0.295552492
1238,1,1,18,0.001273116,0.998726904,18,0,1,1,0.19007349
1239,19,19,19,0.001424649,0.99857533,19,1,19,1,0.961122572
1240,13,13,13,0.001410382,0.998589635,13,1,13,1,0.719687641
1241,9,9,9,0.00146579,0.998534203,9,1,9,1,0.739994824
1242,0,0,0,0.001405407,0.998594582,0,1,0,1,0.998144031
