round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
686,10,3.64%,2.9275,"[0.042345330119132996, 0.04729882627725601, 0.04614206776022911, 0.04593280702829361, 0.01882929354906082, 0.038317471742630005, 0.03966422751545906, 0.05149471014738083, 0.05196673050522804, 0.04863891750574112, 0.053392212837934494, 0.03889623284339905, 0.013915687799453735, 0.015214145183563232, 0.03621174022555351, 0.03256285563111305, 0.026222163811326027, 0.03685451298952103, 0.04677216336131096, 0.022689873352646828, 0.02703678235411644, 0.037995971739292145, 0.014724111184477806, 0.017179805785417557, 0.04083418846130371, 0.026851272210478783, 0.03635522723197937, 0.04566069692373276]","[0.002003129804506898, 0.9979968667030334]"
687,4,3.63%,3.9618,"[0.041372355073690414, 0.046566274017095566, 0.046775344759225845, 0.046476442366838455, 0.01932118646800518, 0.03680086135864258, 0.03885359689593315, 0.05030303820967674, 0.053131721913814545, 0.048951659351587296, 0.053196828812360764, 0.038332246243953705, 0.013953590765595436, 0.015842413529753685, 0.03698646277189255, 0.03327496722340584, 0.026030583307147026, 0.03650185093283653, 0.047669682651758194, 0.02314690127968788, 0.02776317484676838, 0.037314437329769135, 0.014163683168590069, 0.01752404123544693, 0.04057729244232178, 0.026377923786640167, 0.03716494143009186, 0.045626457780599594]","[0.001646432327106595, 0.9983535408973694]"
688,16,3.63%,3.6421,"[0.04152102768421173, 0.047084491699934006, 0.04587564989924431, 0.046634700149297714, 0.01941593922674656, 0.037426453083753586, 0.038659412413835526, 0.05072871223092079, 0.053848251700401306, 0.04905032366514206, 0.05365292355418205, 0.03846518322825432, 0.013901076279580593, 0.01567833498120308, 0.03627867251634598, 0.033363085240125656, 0.026181822642683983, 0.036104653030633926, 0.04672503098845482, 0.02279048226773739, 0.02736184559762478, 0.03746933490037918, 0.014404435642063618, 0.01720554009079933, 0.040658511221408844, 0.02652175910770893, 0.037215784192085266, 0.04577650502324104]","[0.001053574145771563, 0.9989464282989502]"
689,16,3.62%,3.6227,"[0.04072488471865654, 0.04655560851097107, 0.04613739624619484, 0.04673144221305847, 0.020106086507439613, 0.036461248993873596, 0.03816938027739525, 0.049856606870889664, 0.05464519187808037, 0.049539461731910706, 0.0532645657658577, 0.037883441895246506, 0.013987417332828045, 0.016193583607673645, 0.036769747734069824, 0.03384097293019295, 0.02666643261909485, 0.035985179245471954, 0.04705433547496796, 0.02302957884967327, 0.02743537910282612, 0.0370524562895298, 0.014062443748116493, 0.01728137955069542, 0.04071731120347977, 0.02621358260512352, 0.03794923424720764, 0.045685626566410065]","[0.0010000000474974513, 0.9992503523826599]"
690,1,3.62%,3.0644,"[0.0412219800055027, 0.04696362465620041, 0.0450264997780323, 0.04653388634324074, 0.019967176020145416, 0.037862103432416916, 0.03836750239133835, 0.05051272362470627, 0.05491163581609726, 0.05006813630461693, 0.05359457805752754, 0.03792361170053482, 0.01400636974722147, 0.015870142728090286, 0.03605806455016136, 0.033605046570301056, 0.027796775102615356, 0.035771436989307404, 0.04556238278746605, 0.022406738251447678, 0.02626555785536766, 0.03764692321419716, 0.014584413729608059, 0.016561435535550117, 0.04119444265961647, 0.026398878544569016, 0.03766040876507759, 0.04565754532814026]","[0.0010190197499468923, 0.9989809393882751]"
691,2,3.61%,3.1057,"[0.041711874306201935, 0.04782997816801071, 0.044164661318063736, 0.04635121300816536, 0.019899068400263786, 0.03900851309299469, 0.038341619074344635, 0.050890687853097916, 0.05538882315158844, 0.050493866205215454, 0.053672172129154205, 0.037915442138910294, 0.013981841504573822, 0.015590837225317955, 0.035427916795015335, 0.0334969200193882, 0.02870144136250019, 0.03545398265123367, 0.04452664405107498, 0.02193400077521801, 0.02529466338455677, 0.0379435196518898, 0.014954308047890663, 0.016002243384718895, 0.04137223958969116, 0.026604168117046356, 0.03742777183651924, 0.04561953246593475]","[0.0010000000474974513, 0.9991226196289062]"
692,1,3.61%,3.0248,"[0.040373947471380234, 0.047701820731163025, 0.045510370284318924, 0.04648873955011368, 0.02106192149221897, 0.036965761333703995, 0.037595126777887344, 0.04963552579283714, 0.05600952357053757, 0.05067969858646393, 0.052553486078977585, 0.03698839619755745, 0.014023750089108944, 0.01631627231836319, 0.036017823964357376, 0.034263815730810165, 0.029210451990365982, 0.03552791103720665, 0.04567727819085121, 0.02238905243575573, 0.025727713480591774, 0.036928050220012665, 0.014206239022314548, 0.016407759860157967, 0.04118037968873978, 0.026499729603528976, 0.038633011281490326, 0.045426446944475174]","[0.0010683316504582763, 0.9989316463470459]"
693,26,3.60%,3.2693,"[0.04177048057317734, 0.049588341265916824, 0.04444737732410431, 0.04629652574658394, 0.020463382825255394, 0.039130136370658875, 0.037721700966358185, 0.0506107360124588, 0.05640563368797302, 0.05080617591738701, 0.052883729338645935, 0.03738744556903839, 0.013874171301722527, 0.01555543951690197, 0.0347680039703846, 0.03391549363732338, 0.029880208894610405, 0.03498603031039238, 0.04421530291438103, 0.021623779088258743, 0.02443940006196499, 0.03740466758608818, 0.01490022148936987, 0.015613634139299393, 0.041089411824941635, 0.027001533657312393, 0.03774077072739601, 0.045480288565158844]","[0.0011017345823347569, 0.9988982677459717]"
694,19,3.60%,3.8425,"[0.040470898151397705, 0.05036351829767227, 0.04527309164404869, 0.04628394916653633, 0.021419581025838852, 0.03794773668050766, 0.03706342354416847, 0.049757279455661774, 0.05651964619755745, 0.05111374706029892, 0.05180032551288605, 0.03663152828812599, 0.013918501324951649, 0.015889935195446014, 0.03476512059569359, 0.034500062465667725, 0.030417194589972496, 0.0351041741669178, 0.04480826482176781, 0.02185594104230404, 0.02445843257009983, 0.03668306767940521, 0.014361269772052765, 0.015859246253967285, 0.04111846536397934, 0.027220087125897408, 0.03913673758506775, 0.04525883123278618]","[0.0012177865719422698, 0.998782217502594]"
695,12,3.59%,4.2759,"[0.04010009765625, 0.05152208358049393, 0.04529402405023575, 0.04608152434229851, 0.02168961800634861, 0.03831494227051735, 0.03693408891558647, 0.04953915253281593, 0.056312285363674164, 0.051384832710027695, 0.05119127780199051, 0.036527227610349655, 0.01393885351717472, 0.015669934451580048, 0.03421824797987938, 0.0345987044274807, 0.030854180455207825, 0.03510180115699768, 0.04460866004228592, 0.022091366350650787, 0.023912619799375534, 0.03656185418367386, 0.014306685887277126, 0.015749068930745125, 0.04115116223692894, 0.027558937668800354, 0.039743561297655106, 0.045043107122182846]","[0.0011899833334609866, 0.9988099932670593]"
696,21,3.59%,3.2985,"[0.04059328883886337, 0.05293112248182297, 0.04423697665333748, 0.04565201699733734, 0.021239059045910835, 0.04014606028795242, 0.03716448321938515, 0.049791645258665085, 0.05565692484378815, 0.05183376371860504, 0.051264986395835876, 0.036807913333177567, 0.014193759299814701, 0.01505934726446867, 0.03337652236223221, 0.03433570638298988, 0.0313851498067379, 0.03500549867749214, 0.043550044298172, 0.02201124280691147, 0.022908218204975128, 0.03718104586005211, 0.014805934391915798, 0.015222495421767235, 0.041107308119535446, 0.02782953344285488, 0.03971397876739502, 0.04499595984816551]","[0.001468050293624401, 0.9985319375991821]"
697,24,3.58%,3.1904,"[0.03946738317608833, 0.053310371935367584, 0.044522520154714584, 0.04546472802758217, 0.021781979128718376, 0.03961249440908432, 0.037033017724752426, 0.04905629903078079, 0.054936278611421585, 0.05221492797136307, 0.050576791167259216, 0.036413680762052536, 0.014505253173410892, 0.015139495953917503, 0.03333193436264992, 0.03452466428279877, 0.03180552273988724, 0.03530271351337433, 0.04383111745119095, 0.022551417350769043, 0.02277129702270031, 0.03735404834151268, 0.014530045911669731, 0.015364022925496101, 0.04115799814462662, 0.027934042736887932, 0.04089093953371048, 0.04461504518985748]","[0.001266365754418075, 0.998733639717102]"
698,1,3.58%,2.9295,"[0.03785551339387894, 0.053301554173231125, 0.04507507011294365, 0.04520176723599434, 0.022601569071412086, 0.03862433135509491, 0.0367874912917614, 0.04808547720313072, 0.054074883460998535, 0.052772752940654755, 0.04969549551606178, 0.035782620310783386, 0.014839915558695793, 0.015403023920953274, 0.03349382430315018, 0.03477172181010246, 0.03228957951068878, 0.03580598905682564, 0.04422400891780853, 0.02318313717842102, 0.02272307686507702, 0.03730301558971405, 0.014081383123993874, 0.01564197614789009, 0.04181428253650665, 0.02789478935301304, 0.04244984686374664, 0.044221870601177216]","[0.001333835069090128, 0.9986661672592163]"
699,5,3.57%,3.2082,"[0.03800125792622566, 0.05489128455519676, 0.044094305485486984, 0.0447702519595623, 0.022166069597005844, 0.04038655012845993, 0.03697989135980606, 0.04832452908158302, 0.053298208862543106, 0.053307317197322845, 0.04969662427902222, 0.03600126877427101, 0.015029028058052063, 0.014773531816899776, 0.03259265422821045, 0.034366630017757416, 0.032743290066719055, 0.03578765317797661, 0.04313421621918678, 0.023041434586048126, 0.021741453558206558, 0.038105905055999756, 0.014510075561702251, 0.015191608108580112, 0.04231328144669533, 0.028220104053616524, 0.04248660057783127, 0.04404500499367714]","[0.0015489968936890364, 0.9984509944915771]"
700,3,3.57%,3.1130,"[0.03722177445888519, 0.056099213659763336, 0.04391651228070259, 0.044428158551454544, 0.02232680283486843, 0.041442468762397766, 0.037036266177892685, 0.04809225723147392, 0.05241331085562706, 0.053836748003959656, 0.04893578961491585, 0.0358642116189003, 0.015220864675939083, 0.014494872651994228, 0.03203393518924713, 0.03422906622290611, 0.03309938311576843, 0.03607778623700142, 0.04264921322464943, 0.023269381374120712, 0.021118633449077606, 0.03829989209771156, 0.01445983536541462, 0.015100331977009773, 0.04292721301317215, 0.028556980192661285, 0.04314989224076271, 0.043699175119400024]","[0.0017139529809355736, 0.9982860088348389]"
701,11,3.56%,3.3456,"[0.035859156399965286, 0.05675886571407318, 0.04453955218195915, 0.04473681002855301, 0.022907856851816177, 0.04115193709731102, 0.03680803254246712, 0.047449298202991486, 0.05167069658637047, 0.05415128916501999, 0.047906916588544846, 0.03536339849233627, 0.015376516617834568, 0.014573775231838226, 0.03185940906405449, 0.03442605584859848, 0.03324098512530327, 0.036419425159692764, 0.04288402199745178, 0.023688165470957756, 0.021050788462162018, 0.03802931308746338, 0.014033913612365723, 0.015327163971960545, 0.04335942491889, 0.02884647622704506, 0.04432125762104988, 0.043259408324956894]","[0.0011659562587738037, 0.9988340139389038]"
702,19,3.56%,3.7290,"[0.03547152876853943, 0.05772765725851059, 0.04424184188246727, 0.04490377753973007, 0.022684143856167793, 0.042446788400411606, 0.036987174302339554, 0.04736628010869026, 0.050943970680236816, 0.05432739853858948, 0.04755665361881256, 0.03579041734337807, 0.015488596633076668, 0.014183342456817627, 0.031226953491568565, 0.03417959436774254, 0.033221933990716934, 0.036471642553806305, 0.04228910803794861, 0.023833299055695534, 0.02055695652961731, 0.038358479738235474, 0.014130661264061928, 0.015198097564280033, 0.04368501529097557, 0.02912786416709423, 0.04456658288836479, 0.04303421080112457]","[0.0013714281376451254, 0.998628556728363]"
703,27,3.55%,3.1520,"[0.03465664014220238, 0.05832454934716225, 0.044421564787626266, 0.04500732570886612, 0.022830260917544365, 0.042900171130895615, 0.03711181879043579, 0.04687619209289551, 0.05017012730240822, 0.05443800240755081, 0.04685411974787712, 0.036062151193618774, 0.01563950628042221, 0.014001219533383846, 0.030889270827174187, 0.034117668867111206, 0.03307100385427475, 0.036697495728731155, 0.04225775972008705, 0.024576740339398384, 0.02034066990017891, 0.038364019244909286, 0.013926072977483273, 0.01532502006739378, 0.043912097811698914, 0.029325006529688835, 0.045204780995845795, 0.04269882291555405]","[0.0013428087113425136, 0.9986572265625]"
704,10,3.55%,3.0733,"[0.03398548439145088, 0.058797840029001236, 0.044434357434511185, 0.04503200575709343, 0.023067018017172813, 0.04309835284948349, 0.037139251828193665, 0.04639074578881264, 0.0497276708483696, 0.05438781902194023, 0.04636838287115097, 0.03636317327618599, 0.015762561932206154, 0.013923777267336845, 0.030523210763931274, 0.034130219370126724, 0.03296215087175369, 0.036828696727752686, 0.042085278779268265, 0.02519777975976467, 0.020187795162200928, 0.0382344126701355, 0.013765225186944008, 0.015423116274178028, 0.04409963637590408, 0.02938879281282425, 0.0458051934838295, 0.04288997873663902]","[0.001171250594779849, 0.9988287687301636]"
705,26,3.54%,3.0687,"[0.034202344715595245, 0.059537626802921295, 0.04328196868300438, 0.044891539961099625, 0.02255125716328621, 0.044721052050590515, 0.03736934810876846, 0.04644271358847618, 0.04938463121652603, 0.05439061298966408, 0.04707491397857666, 0.03715946152806282, 0.015886472538113594, 0.013493666425347328, 0.029754430055618286, 0.0337580181658268, 0.03284306451678276, 0.03661408647894859, 0.04101599007844925, 0.02530454657971859, 0.01968548633158207, 0.038839828222990036, 0.014185423031449318, 0.015107065439224243, 0.0442521758377552, 0.029350263997912407, 0.04557305946946144, 0.04332905262708664]","[0.0012571074767038226, 0.9987428784370422]"
706,15,3.54%,3.3918,"[0.032709043473005295, 0.05908701568841934, 0.04404747113585472, 0.04505600780248642, 0.023521097376942635, 0.04266222193837166, 0.03689451515674591, 0.045274123549461365, 0.048983894288539886, 0.0542568564414978, 0.0466960184276104, 0.03682004660367966, 0.016088644042611122, 0.013915309682488441, 0.02996162697672844, 0.03417956084012985, 0.03269873559474945, 0.03692997992038727, 0.04175258427858353, 0.026226015761494637, 0.020169159397482872, 0.03828331083059311, 0.013577267527580261, 0.015646370127797127, 0.04440878704190254, 0.02912711910903454, 0.04758948087692261, 0.04343780502676964]","[0.0012720024678856134, 0.9987280368804932]"
707,3,3.53%,3.1040,"[0.03303631767630577, 0.06006753444671631, 0.04256318137049675, 0.044802892953157425, 0.02295154705643654, 0.04444487765431404, 0.0369260236620903, 0.04525532200932503, 0.04853581637144089, 0.05443903058767319, 0.04744237661361694, 0.03754911571741104, 0.016273587942123413, 0.01342795416712761, 0.02909810282289982, 0.03421635925769806, 0.03266841173171997, 0.03658413514494896, 0.040551502257585526, 0.026143930852413177, 0.01959795132279396, 0.038953997194767, 0.014106363989412785, 0.015214702114462852, 0.04443308338522911, 0.029087519273161888, 0.04767288267612457, 0.04395546391606331]","[0.0014650655211880803, 0.9985349178314209]"
708,12,3.53%,4.1102,"[0.03263101726770401, 0.06034329533576965, 0.04228909686207771, 0.0452866330742836, 0.022962357848882675, 0.044394560158252716, 0.03664684295654297, 0.04476802796125412, 0.04817068204283714, 0.05436854809522629, 0.04767747223377228, 0.0377216562628746, 0.01640518568456173, 0.013360797427594662, 0.02875836379826069, 0.03462710976600647, 0.032443538308143616, 0.03639725223183632, 0.04035414382815361, 0.02638322301208973, 0.019648004323244095, 0.039007917046546936, 0.014113499782979488, 0.015220845118165016, 0.04429657757282257, 0.029029425233602524, 0.04846339672803879, 0.04423045739531517]","[0.0015602356288582087, 0.9984397292137146]"
709,21,3.52%,3.2445,"[0.03190143406391144, 0.060174550861120224, 0.04226003959774971, 0.045698266476392746, 0.023179255425930023, 0.04373160004615784, 0.03631023317575455, 0.043979838490486145, 0.047533661127090454, 0.05441805347800255, 0.047697942703962326, 0.03758228197693825, 0.016825731843709946, 0.013484753668308258, 0.02878132089972496, 0.03518326207995415, 0.0322871096432209, 0.03643440827727318, 0.04050048813223839, 0.02684859372675419, 0.019892754033207893, 0.03897649794816971, 0.013949636369943619, 0.015368428081274033, 0.04410013556480408, 0.028803793713450432, 0.04967477545142174, 0.044421128928661346]","[0.0019309802446514368, 0.9980690479278564]"
710,2,3.52%,3.1665,"[0.03128644451498985, 0.059853002429008484, 0.04197084903717041, 0.04602877050638199, 0.023217162117362022, 0.043345652520656586, 0.03611551225185394, 0.04334891960024834, 0.046835076063871384, 0.054528363049030304, 0.04795707017183304, 0.03751719370484352, 0.017259007319808006, 0.013523989357054234, 0.028739338740706444, 0.0354926623404026, 0.0322350338101387, 0.03644835203886032, 0.04042663797736168, 0.027187831699848175, 0.020022988319396973, 0.03952958062291145, 0.013936098664999008, 0.015415629372000694, 0.044001296162605286, 0.028572194278240204, 0.05070566013455391, 0.04449973627924919]","[0.0018559966702014208, 0.9981440305709839]"
711,20,3.51%,3.9310,"[0.03072832152247429, 0.05966486409306526, 0.0422714464366436, 0.04648524522781372, 0.02320803515613079, 0.042994797229766846, 0.035961590707302094, 0.04282684624195099, 0.046091414988040924, 0.05449093505740166, 0.04801143333315849, 0.03744145482778549, 0.017569703981280327, 0.013502361252903938, 0.02862688899040222, 0.03577186167240143, 0.03207316994667053, 0.03648050129413605, 0.0404723696410656, 0.027493927627801895, 0.020140305161476135, 0.03988898545503616, 0.013871761970221996, 0.01548739243298769, 0.04389416053891182, 0.02849651873111725, 0.05157642066478729, 0.04447729513049126]","[0.0018616515444591641, 0.9981383681297302]"
712,0,3.51%,3.4866,"[0.03076224774122238, 0.05980634316802025, 0.04183635115623474, 0.04691590741276741, 0.02267739363014698, 0.04356800392270088, 0.03589719533920288, 0.04271877929568291, 0.04549914225935936, 0.05433768406510353, 0.04865414276719093, 0.03773806616663933, 0.01786009408533573, 0.013262146152555943, 0.028313657268881798, 0.03590450808405876, 0.031700123101472855, 0.036228302866220474, 0.04007408395409584, 0.027483273297548294, 0.020370787009596825, 0.040636561810970306, 0.014140097424387932, 0.01535171177238226, 0.04352035000920296, 0.02840820699930191, 0.05169625207781792, 0.04463861137628555]","[0.0017418405041098595, 0.998258113861084]"
713,19,3.50%,3.5883,"[0.030915144830942154, 0.059520743787288666, 0.04209783673286438, 0.04742826148867607, 0.02252156287431717, 0.04287184029817581, 0.035629261285066605, 0.0424068309366703, 0.045208413153886795, 0.05387154221534729, 0.04904458299279213, 0.03774382546544075, 0.018056321889162064, 0.013294676318764687, 0.028433576226234436, 0.036300480365753174, 0.031275369226932526, 0.036005135625600815, 0.04041982814669609, 0.027692805975675583, 0.020984813570976257, 0.040867045521736145, 0.01410176232457161, 0.015466287732124329, 0.042912233620882034, 0.028199845924973488, 0.05199647322297096, 0.04473338648676872]","[0.0021922362502664328, 0.9978077411651611]"
714,0,3.50%,3.4632,"[0.03171529993414879, 0.05993834137916565, 0.0411316379904747, 0.047483596950769424, 0.02172051928937435, 0.044262077659368515, 0.03575955703854561, 0.04248861223459244, 0.04475783184170723, 0.05370552837848663, 0.049860164523124695, 0.03840353712439537, 0.018317222595214844, 0.012875997461378574, 0.028001075610518456, 0.03624800220131874, 0.03088373877108097, 0.03561156988143921, 0.03976697474718094, 0.02784767560660839, 0.02092096395790577, 0.041780877858400345, 0.014611487276852131, 0.015140584670007229, 0.04234567657113075, 0.02805904857814312, 0.05138912424445152, 0.04497333616018295]","[0.002099750330671668, 0.9979002475738525]"
715,12,3.49%,3.9938,"[0.03161071613430977, 0.0590059831738472, 0.04254523292183876, 0.04802478477358818, 0.02221955731511116, 0.041747063398361206, 0.035330794751644135, 0.04176075756549835, 0.04475293681025505, 0.052863601595163345, 0.04956365004181862, 0.038052964955568314, 0.018370607867836952, 0.013268147595226765, 0.028656654059886932, 0.03694471716880798, 0.030371448025107384, 0.03557151183485985, 0.04123036935925484, 0.028869541361927986, 0.02204303629696369, 0.04115917906165123, 0.01400075014680624, 0.015699047595262527, 0.04160488024353981, 0.027774497866630554, 0.05214470997452736, 0.04481278732419014]","[0.0024149452801793814, 0.9975849986076355]"
716,7,3.49%,3.1885,"[0.032290954142808914, 0.0588662214577198, 0.0421227365732193, 0.04803101345896721, 0.021838901564478874, 0.04186581075191498, 0.03527975454926491, 0.04152556136250496, 0.044347282499074936, 0.0525948740541935, 0.05006329342722893, 0.03828486427664757, 0.01882028952240944, 0.013161878101527691, 0.028711214661598206, 0.03716576471924782, 0.03008352965116501, 0.0353522002696991, 0.04123147577047348, 0.029258016496896744, 0.022326990962028503, 0.0416446328163147, 0.014200990088284016, 0.015605886466801167, 0.040918588638305664, 0.02745938114821911, 0.051974549889564514, 0.04497336596250534]","[0.003060318296775222, 0.9969396591186523]"
717,8,3.48%,3.1236,"[0.03295324370265007, 0.05880579352378845, 0.041655272245407104, 0.048062894493341446, 0.02148328348994255, 0.042056966572999954, 0.03528957813978195, 0.041777051985263824, 0.0439964160323143, 0.052160199731588364, 0.05055711045861244, 0.038518790155649185, 0.019182201474905014, 0.013059383258223534, 0.028689619153738022, 0.037283193320035934, 0.029762789607048035, 0.03517409414052963, 0.041091691702604294, 0.029473064467310905, 0.02263549715280533, 0.04207025468349457, 0.014408848248422146, 0.015526249073445797, 0.04029174894094467, 0.027240963652729988, 0.051664743572473526, 0.04512897878885269]","[0.0028798722196370363, 0.9971201419830322]"
718,2,3.48%,3.1660,"[0.033952295780181885, 0.058977097272872925, 0.04080474004149437, 0.04798826947808266, 0.02105969749391079, 0.04254399612545967, 0.035221584141254425, 0.042174022644758224, 0.044506561011075974, 0.05172848701477051, 0.05131400376558304, 0.038906484842300415, 0.019405368715524673, 0.012927690520882607, 0.028513330966234207, 0.0372995026409626, 0.029546460136771202, 0.03470364585518837, 0.04065534472465515, 0.029376037418842316, 0.022791337221860886, 0.04253292456269264, 0.014755742624402046, 0.015293884091079235, 0.039629362523555756, 0.027057157829403877, 0.05091157183051109, 0.045423369854688644]","[0.0030616375152021646, 0.9969383478164673]"
719,10,3.47%,2.9781,"[0.034280527383089066, 0.05866833031177521, 0.04153547063469887, 0.048278216272592545, 0.021136919036507607, 0.041546303778886795, 0.03500205650925636, 0.04219632223248482, 0.04495614767074585, 0.051037807017564774, 0.05129195749759674, 0.03884444013237953, 0.01945212297141552, 0.013065722770988941, 0.02871052920818329, 0.037583205848932266, 0.029209155589342117, 0.034488122910261154, 0.04119257256388664, 0.029717687517404556, 0.023394765332341194, 0.04220001772046089, 0.014542069286108017, 0.015471034683287144, 0.039040833711624146, 0.026956554502248764, 0.05078645423054695, 0.045414604246616364]","[0.0029975948855280876, 0.9970024228096008]"
720,10,3.47%,2.9572,"[0.03483504429459572, 0.058278899639844894, 0.04170423373579979, 0.048490818589925766, 0.020986901596188545, 0.04084405303001404, 0.03477310761809349, 0.04227638989686966, 0.045438408851623535, 0.05040306597948074, 0.052134934812784195, 0.0389392264187336, 0.0195412989705801, 0.0131383640691638, 0.028806447982788086, 0.03773260861635208, 0.0288530420511961, 0.03413030877709389, 0.04139203950762749, 0.02982216887176037, 0.023955004289746284, 0.04223553463816643, 0.014567730948328972, 0.015517277643084526, 0.038449667394161224, 0.026709746569395065, 0.05046876147389412, 0.04557495191693306]","[0.002954648807644844, 0.9970453381538391]"
721,4,3.46%,3.8628,"[0.03521134331822395, 0.05746343731880188, 0.042002301663160324, 0.04876000061631203, 0.02093937061727047, 0.039542537182569504, 0.03442354127764702, 0.0421716645359993, 0.04600450024008751, 0.049707960337400436, 0.053411807864904404, 0.038924187421798706, 0.019618753343820572, 0.013339496217668056, 0.02907891944050789, 0.03791973739862442, 0.02845289744436741, 0.033760152757167816, 0.04181252792477608, 0.029991688206791878, 0.024772724136710167, 0.04221802204847336, 0.0145016610622406, 0.01567649468779564, 0.037886932492256165, 0.026308763772249222, 0.05035815387964249, 0.04574053734540939]","[0.0035724553745239973, 0.9964275360107422]"
722,16,3.46%,3.5661,"[0.0354909710586071, 0.05678774043917656, 0.042158082127571106, 0.04880014806985855, 0.021278904750943184, 0.03831155598163605, 0.03408677875995636, 0.042033273726701736, 0.04666406661272049, 0.049114786088466644, 0.054426297545433044, 0.03887368366122246, 0.019683383405208588, 0.01358865574002266, 0.029253432527184486, 0.03811557590961456, 0.028268201276659966, 0.033440712839365005, 0.042073387652635574, 0.030136002227663994, 0.025402279570698738, 0.04207753762602806, 0.014423875138163567, 0.015797970816493034, 0.037456292659044266, 0.02596062421798706, 0.05036685988306999, 0.04592886194586754]","[0.002479428891092539, 0.9975205659866333]"
723,5,3.45%,3.2724,"[0.03578028082847595, 0.05610884353518486, 0.04218472167849541, 0.04865133762359619, 0.0216229110956192, 0.03736528754234314, 0.033840809017419815, 0.041914667934179306, 0.04721376672387123, 0.048760417848825455, 0.055266715586185455, 0.03871135041117668, 0.019800381734967232, 0.013831564225256443, 0.02942514233291149, 0.038235634565353394, 0.028618020936846733, 0.033200740814208984, 0.042116593569517136, 0.030128391459584236, 0.02571759559214115, 0.042068641632795334, 0.014426800422370434, 0.01576855033636093, 0.03719538077712059, 0.025647034868597984, 0.05033939704298973, 0.04605899006128311]","[0.003257485805079341, 0.9967424869537354]"
724,2,3.45%,3.1635,"[0.03672231361269951, 0.05641934648156166, 0.040707431733608246, 0.04826156795024872, 0.021296346560120583, 0.03875888139009476, 0.03387957438826561, 0.04231410101056099, 0.04748329520225525, 0.04877239093184471, 0.05668887868523598, 0.03909137099981308, 0.020051492378115654, 0.01363251730799675, 0.02886183373630047, 0.03803678974509239, 0.028948428109288216, 0.03281758353114128, 0.04079936072230339, 0.02950414828956127, 0.025272389873862267, 0.0427948459982872, 0.015087353065609932, 0.015227614901959896, 0.03695092350244522, 0.025484740734100342, 0.049579113721847534, 0.046555448323488235]","[0.0038901425432413816, 0.9961099028587341]"
725,21,3.44%,3.1479,"[0.03645222261548042, 0.05574468523263931, 0.04191770777106285, 0.04840100184082985, 0.021769704297184944, 0.03787493333220482, 0.033741459250450134, 0.04208623617887497, 0.047644659876823425, 0.048440489917993546, 0.05648799240589142, 0.03871803730726242, 0.020010802894830704, 0.01388544775545597, 0.029136789962649345, 0.03818437084555626, 0.029146399348974228, 0.032876044511795044, 0.041285157203674316, 0.029788117855787277, 0.0255849938839674, 0.04225168004631996, 0.014728693291544914, 0.015406974591314793, 0.0369253009557724, 0.025398895144462585, 0.04977971315383911, 0.04633137583732605]","[0.004427638836205006, 0.9955723285675049]"
726,25,3.44%,3.6771,"[0.036674223840236664, 0.05547086149454117, 0.04182678833603859, 0.048316482454538345, 0.02174447290599346, 0.03814483433961868, 0.03375748544931412, 0.042162321507930756, 0.047625597566366196, 0.04833456873893738, 0.05714286491274834, 0.03870737925171852, 0.02014242485165596, 0.01386011578142643, 0.028967227786779404, 0.03802924603223801, 0.02939535677433014, 0.03276028856635094, 0.040852610021829605, 0.02960165962576866, 0.025476161390542984, 0.04281165078282356, 0.014926227740943432, 0.015222304500639439, 0.03684431314468384, 0.025296101346611977, 0.04956859350204468, 0.046337880194187164]","[0.0029013389721512794, 0.9970986843109131]"
727,3,3.43%,3.0333,"[0.03658958151936531, 0.055240288376808167, 0.042343683540821075, 0.0483882874250412, 0.021844174712896347, 0.03815650939941406, 0.03381630405783653, 0.042205795645713806, 0.04753895476460457, 0.048159994184970856, 0.05715978890657425, 0.03856353834271431, 0.0201527439057827, 0.01383606344461441, 0.0288714449852705, 0.037865057587623596, 0.02965034730732441, 0.03275299817323685, 0.0408107154071331, 0.029606806114315987, 0.025401592254638672, 0.04308946803212166, 0.014879436232149601, 0.015174985863268375, 0.036803580820560455, 0.025617271661758423, 0.049464479088783264, 0.046015962958335876]","[0.003975206520408392, 0.9960247874259949]"
728,3,3.43%,3.0175,"[0.03594604879617691, 0.054487355053424835, 0.04402904957532883, 0.049173854291439056, 0.022224556654691696, 0.03711613640189171, 0.03376823291182518, 0.04196900501847267, 0.04744637757539749, 0.047777704894542694, 0.05654149129986763, 0.038094278424978256, 0.01999964378774166, 0.014019694179296494, 0.02914469875395298, 0.037865929305553436, 0.029758568853139877, 0.03285646438598633, 0.04157669097185135, 0.029941173270344734, 0.025769541040062904, 0.04281238839030266, 0.014394172467291355, 0.015443684533238411, 0.036785852164030075, 0.025963546708226204, 0.049731481820344925, 0.04536236822605133]","[0.005543913692235947, 0.9944560527801514]"
