round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
2047,4,4.15%,2.5798,"[0.041497256606817245, 0.04266109690070152, 0.034474313259124756, 0.051960401237010956, 0.07483521848917007, 0.03839164972305298, 0.05221937596797943, 0.03676328808069229, 0.0433298721909523, 0.02396586164832115, 0.04784856364130974, 0.020911403000354767, 0.027818089351058006, 0.02258611097931862, 0.06474534422159195, 0.04063098877668381, 0.03824298456311226, 0.047925516963005066, 0.01952427066862583, 0.024117503315210342, 0.013374458998441696, 0.02850942872464657, 0.01007441058754921, 0.019275212660431862, 0.04595508798956871, 0.02687847800552845, 0.026768559589982033, 0.03471524640917778]","[0.001009564846754074, 0.004519789479672909, 0.0010000000474974513, 0.0010000000474974513, 0.01155672688037157, 0.9812465310096741]"
2048,15,4.15%,3.1690,"[0.04320875555276871, 0.04250917211174965, 0.0338871143758297, 0.051974546164274216, 0.07302948087453842, 0.03934367001056671, 0.05425606295466423, 0.03647954761981964, 0.041781798005104065, 0.023038115352392197, 0.04654454067349434, 0.021427970379590988, 0.027791645377874374, 0.021227799355983734, 0.0652514398097992, 0.04222548007965088, 0.039775535464286804, 0.04724638909101486, 0.019462380558252335, 0.022701172158122063, 0.013919845223426819, 0.0297101978212595, 0.009770355187356472, 0.018870316445827484, 0.04652738198637962, 0.027716603130102158, 0.027589336037635803, 0.03273337706923485]","[0.0010174284689128399, 0.0010000000474974513, 0.00532720610499382, 0.01271654199808836, 0.9789569973945618, 0.0011450861347839236]"
2049,6,4.15%,2.9568,"[0.03971509262919426, 0.04304637387394905, 0.03434659168124199, 0.05287693440914154, 0.07749666273593903, 0.03692806139588356, 0.05065298080444336, 0.03633345663547516, 0.044210318475961685, 0.024681514129042625, 0.048679761588573456, 0.01994943432509899, 0.027691394090652466, 0.023658646270632744, 0.06542622298002243, 0.03985251858830452, 0.03605836629867554, 0.04981693997979164, 0.019108736887574196, 0.02511708252131939, 0.013011550530791283, 0.02879568375647068, 0.010139969177544117, 0.019419530406594276, 0.045617785304784775, 0.025842495262622833, 0.025866415351629257, 0.035659462213516235]","[0.001039196620695293, 0.0067751738242805, 0.0010200438555330038, 0.9746676683425903, 0.014879659749567509, 0.0016182834515348077]"
2050,11,4.14%,3.8541,"[0.041890595108270645, 0.04291762039065361, 0.03376871719956398, 0.05270746722817421, 0.07450485974550247, 0.03822040930390358, 0.0543162077665329, 0.03604784235358238, 0.04223202168941498, 0.02348192408680916, 0.04705950990319252, 0.02060856856405735, 0.02750648558139801, 0.021755622699856758, 0.06591976433992386, 0.042215097695589066, 0.037892963737249374, 0.048218272626399994, 0.019148528575897217, 0.023345552384853363, 0.013769526034593582, 0.030258722603321075, 0.009824023582041264, 0.019003137946128845, 0.0461629256606102, 0.02723929099738598, 0.026731468737125397, 0.03325294330716133]","[0.0014180437428876758, 0.00803578644990921, 0.0010000000474974513, 0.9705788493156433, 0.01705489121377468, 0.0019515182357281446]"
2051,13,4.14%,3.8651,"[0.04080182686448097, 0.042845871299505234, 0.03376591578125954, 0.05290725827217102, 0.0757468044757843, 0.03748619556427002, 0.05439828708767891, 0.035826679319143295, 0.042511217296123505, 0.02389497123658657, 0.04746232181787491, 0.020381104201078415, 0.02743522822856903, 0.022320760414004326, 0.06600501388311386, 0.04210915043950081, 0.0371052511036396, 0.04884922131896019, 0.018865225836634636, 0.02402600832283497, 0.01357223093509674, 0.030169272795319557, 0.009917279705405235, 0.019240863621234894, 0.04538855701684952, 0.026815615594387054, 0.026252595707774162, 0.033899370580911636]","[0.0010000000474974513, 0.0011609687935560942, 0.008762636221945286, 0.968670666217804, 0.0028475341387093067, 0.017696024850010872]"
2052,17,4.14%,3.0475,"[0.040882259607315063, 0.043148547410964966, 0.03363584354519844, 0.05310625582933426, 0.07545162737369537, 0.03724156320095062, 0.05501547455787659, 0.03571900352835655, 0.04260457679629326, 0.023892367258667946, 0.0470670685172081, 0.020432809367775917, 0.02741185761988163, 0.022379735484719276, 0.06620462238788605, 0.04237857460975647, 0.03659939765930176, 0.04876385256648064, 0.018815699964761734, 0.023701634258031845, 0.013625333085656166, 0.030735516920685768, 0.009844459593296051, 0.0191916823387146, 0.04562072083353996, 0.02680664323270321, 0.026133161038160324, 0.033589690923690796]","[0.0012657061452046037, 0.009241274558007717, 0.0010000000474974513, 0.0024018646217882633, 0.013537122868001461, 0.9726963043212891]"
2053,7,4.14%,3.3390,"[0.039189696311950684, 0.04338198900222778, 0.0337226539850235, 0.05383408069610596, 0.07762511074542999, 0.036097317934036255, 0.053782474249601364, 0.035588305443525314, 0.04348265752196312, 0.024747313931584358, 0.04787255451083183, 0.01977093331515789, 0.02721284329891205, 0.023778539150953293, 0.06602980941534042, 0.0413520522415638, 0.03488757833838463, 0.050230976194143295, 0.018677186220884323, 0.02477751486003399, 0.013134193606674671, 0.030328862369060516, 0.010031463578343391, 0.019429609179496765, 0.04502996429800987, 0.02579849772155285, 0.025253674015402794, 0.0349520780146122]","[0.0010000000474974513, 0.011245650239288807, 0.0011901785619556904, 0.0035106476861983538, 0.013622519560158253, 0.969444751739502]"
2054,19,4.14%,3.7899,"[0.04091012105345726, 0.04323425516486168, 0.033322520554065704, 0.0533268004655838, 0.07465916126966476, 0.0376267172396183, 0.056862376630306244, 0.035827524960041046, 0.04161236807703972, 0.02352919615805149, 0.046564433723688126, 0.020640352740883827, 0.027046725153923035, 0.02226708084344864, 0.06587371230125427, 0.0433640219271183, 0.03708074986934662, 0.04922717437148094, 0.018780291080474854, 0.02311783842742443, 0.013814905658364296, 0.03125707432627678, 0.009758543223142624, 0.018915075808763504, 0.04534359276294708, 0.026856370270252228, 0.026133177801966667, 0.033047862350940704]","[0.01565423421561718, 0.0013660715194419026, 0.001149390242062509, 0.9657519459724426, 0.0133313974365592, 0.002747024642303586]"
2055,22,4.13%,4.6553,"[0.037777598947286606, 0.04342474415898323, 0.03351682797074318, 0.05391163378953934, 0.07881295680999756, 0.03551216423511505, 0.05347892642021179, 0.03588402271270752, 0.043580181896686554, 0.02507190965116024, 0.04840097576379776, 0.019395267590880394, 0.02703256718814373, 0.024780316278338432, 0.06595025956630707, 0.04101177677512169, 0.03391140326857567, 0.052072923630476, 0.018414227291941643, 0.025549039244651794, 0.012948117218911648, 0.03030586428940296, 0.01003995444625616, 0.019490782171487808, 0.044192854315042496, 0.02511834353208542, 0.02473708800971508, 0.03567717969417572]","[0.016802038997411728, 0.0012404907029122114, 0.0012635996099561453, 0.0033368044532835484, 0.9627556204795837, 0.014601519331336021]"
2056,8,4.13%,3.1906,"[0.0416337214410305, 0.042706288397312164, 0.03287065401673317, 0.05248131975531578, 0.07265673577785492, 0.03843588009476662, 0.05896499380469322, 0.03608902171254158, 0.040145210921764374, 0.022927846759557724, 0.045559726655483246, 0.021413002163171768, 0.026862679049372673, 0.02143567055463791, 0.06609081476926804, 0.045130833983421326, 0.038400642573833466, 0.04913776367902756, 0.018625909462571144, 0.02254977636039257, 0.014270365238189697, 0.03225131332874298, 0.009624801576137543, 0.01869184710085392, 0.04490057751536369, 0.027717458084225655, 0.026890430599451065, 0.031534720212221146]","[0.0012619736371561885, 0.0010000000474974513, 0.015074914321303368, 0.004006639122962952, 0.9616451859474182, 0.017152104526758194]"
2057,25,4.13%,3.6202,"[0.03721793368458748, 0.04328100010752678, 0.03339722380042076, 0.05357103422284126, 0.0786387100815773, 0.0351576991379261, 0.05447756126523018, 0.0362713560461998, 0.04374287277460098, 0.025290997698903084, 0.04806755483150482, 0.01965739019215107, 0.026946958154439926, 0.025105850771069527, 0.06534483283758163, 0.04152033478021622, 0.03386670723557472, 0.051854487508535385, 0.018467914313077927, 0.025902189314365387, 0.012842905707657337, 0.030377710238099098, 0.010387255810201168, 0.01962416060268879, 0.043435536324977875, 0.025302782654762268, 0.024638663977384567, 0.03561042249202728]","[0.009135466068983078, 0.0011892617912963033, 0.0010000000474974513, 0.0034675507340580225, 0.9702760577201843, 0.015002389438450336]"
2058,7,4.13%,3.3119,"[0.038834068924188614, 0.04311849921941757, 0.0332803800702095, 0.052632901817560196, 0.07533493638038635, 0.03658568114042282, 0.05634031444787979, 0.036501772701740265, 0.042735662311315536, 0.0242755189538002, 0.046901386231184006, 0.020694050937891006, 0.02672128565609455, 0.023506833240389824, 0.06559883803129196, 0.04299679026007652, 0.03585238754749298, 0.05069676786661148, 0.01857696659862995, 0.02465229481458664, 0.01345880888402462, 0.031156765297055244, 0.010188119485974312, 0.019147442653775215, 0.044124335050582886, 0.026745306327939034, 0.025589656084775925, 0.03375217691063881]","[0.0010000000474974513, 0.008669577538967133, 0.0014172932133078575, 0.015126763842999935, 0.9689372181892395, 0.005078273359686136]"
2059,1,4.13%,3.1375,"[0.03991399705410004, 0.04299216717481613, 0.032784320414066315, 0.0520356260240078, 0.07330400496721268, 0.03744320571422577, 0.05849646404385567, 0.036837268620729446, 0.0415816493332386, 0.02339978516101837, 0.046065449714660645, 0.021125134080648422, 0.02673329785466194, 0.02234410122036934, 0.06573591381311417, 0.04452843591570854, 0.036872498691082, 0.05004531145095825, 0.018658671528100967, 0.023533666506409645, 0.01401339191943407, 0.03214484825730324, 0.010053861886262894, 0.018871108070015907, 0.04417729005217552, 0.027873702347278595, 0.026226652786135674, 0.032208219170570374]","[0.0115400655195117, 0.0017705714562907815, 0.001222936320118606, 0.007370871026068926, 0.02777728997170925, 0.9503182172775269]"
2060,7,4.12%,3.2851,"[0.03879181668162346, 0.04386924207210541, 0.03314148634672165, 0.0520918183028698, 0.0739336758852005, 0.036788903176784515, 0.0571875162422657, 0.037415020167827606, 0.042561255395412445, 0.024134749546647072, 0.04615269973874092, 0.020972147583961487, 0.02656569331884384, 0.023172125220298767, 0.06561505794525146, 0.04340855032205582, 0.03593302145600319, 0.05060935765504837, 0.01879996806383133, 0.02415177971124649, 0.013744732365012169, 0.03169332072138786, 0.010267415083944798, 0.01892543025314808, 0.04390531778335571, 0.027525421231985092, 0.02570348232984543, 0.03293897211551666]","[0.001979806926101446, 0.012420783750712872, 0.0010000000474974513, 0.9459511041641235, 0.010757102631032467, 0.027901776134967804]"
2061,24,4.12%,3.1255,"[0.03817465528845787, 0.04411168396472931, 0.033175863325595856, 0.051542919129133224, 0.07413852214813232, 0.03631973639130592, 0.05656355246901512, 0.03816711902618408, 0.04354889318346977, 0.024427497759461403, 0.04646413028240204, 0.02083004079759121, 0.026583870872855186, 0.023572511970996857, 0.06561588495969772, 0.04254214093089104, 0.03518395498394966, 0.05066246539354324, 0.018875615671277046, 0.024635182693600655, 0.013573766686022282, 0.03141745179891586, 0.010393264703452587, 0.019092997536063194, 0.04376470670104027, 0.02778157778084278, 0.025372443720698357, 0.03346753865480423]","[0.013769674114882946, 0.0018611050909385085, 0.0010000000474974513, 0.007673262152820826, 0.028906889259815216, 0.9469729065895081]"
2062,10,4.12%,3.0822,"[0.03629385679960251, 0.04467007890343666, 0.033500995486974716, 0.05179322883486748, 0.07623712718486786, 0.03492619842290878, 0.054710716009140015, 0.038833167403936386, 0.044900082051754, 0.025595437735319138, 0.047102317214012146, 0.020263809710741043, 0.02654905989766121, 0.02514994703233242, 0.06509333848953247, 0.04112454876303673, 0.03355749696493149, 0.05149343982338905, 0.018937647342681885, 0.0259420033544302, 0.013000973500311375, 0.030580516904592514, 0.010800875723361969, 0.01942301169037819, 0.04308953508734703, 0.026952313259243965, 0.02450305037200451, 0.03497524932026863]","[0.0020984034053981304, 0.0022527959663420916, 0.021172741428017616, 0.03577665612101555, 0.9309821128845215, 0.007717323023825884]"
2063,3,4.12%,2.9838,"[0.037702761590480804, 0.044859882444143295, 0.033182885497808456, 0.05083494633436203, 0.07339518517255783, 0.03606051951646805, 0.05642135068774223, 0.039309028536081314, 0.0440199077129364, 0.024480395019054413, 0.04631451144814491, 0.021147534251213074, 0.02663157507777214, 0.023633722215890884, 0.06511437147855759, 0.042525749653577805, 0.03515108674764633, 0.05038343369960785, 0.0190526582300663, 0.0245172381401062, 0.013579664751887321, 0.03134762495756149, 0.010576649568974972, 0.0189978014677763, 0.04400317370891571, 0.028187144547700882, 0.02539130114018917, 0.03317797929048538]","[0.028426924720406532, 0.0028637221548706293, 0.001506314380094409, 0.039379723370075226, 0.0068166968412697315, 0.9210066199302673]"
2064,1,4.12%,3.0947,"[0.037373315542936325, 0.04532859846949577, 0.03330523148179054, 0.051011450588703156, 0.07331141084432602, 0.03592970222234726, 0.05517185851931572, 0.04002894461154938, 0.044449057430028915, 0.02460981160402298, 0.04667392000555992, 0.021014448255300522, 0.02648376114666462, 0.023848680779337883, 0.06514889001846313, 0.04173508659005165, 0.03473689407110214, 0.05084371566772461, 0.019192446023225784, 0.02458660490810871, 0.01350499875843525, 0.031190739944577217, 0.01059667207300663, 0.018800154328346252, 0.044477809220552444, 0.02808098867535591, 0.025235412642359734, 0.033329419791698456]","[0.03961990401148796, 0.0019554493483155966, 0.004893171600997448, 0.009573002345860004, 0.0699661448597908, 0.8739923238754272]"
2065,2,4.11%,3.4040,"[0.037763141095638275, 0.045710258185863495, 0.03301088511943817, 0.051031775772571564, 0.07225088030099869, 0.03611139953136444, 0.05608796700835228, 0.0402694046497345, 0.04396259784698486, 0.024208812043070793, 0.046314992010593414, 0.021341150626540184, 0.02641008235514164, 0.023269549012184143, 0.06495054066181183, 0.04261448606848717, 0.03531019017100334, 0.049973029643297195, 0.019343387335538864, 0.024087881669402122, 0.013640178367495537, 0.03156024217605591, 0.010622388683259487, 0.018627675250172615, 0.044778916984796524, 0.02876226045191288, 0.025569502264261246, 0.0324164554476738]","[0.031769201159477234, 0.0019748557824641466, 0.006786668673157692, 0.005247296765446663, 0.05867842584848404, 0.8955435752868652]"
2066,12,4.11%,3.6320,"[0.03619309514760971, 0.04683607816696167, 0.033595580607652664, 0.05125405266880989, 0.07348788529634476, 0.035096652805805206, 0.05399307236075401, 0.040483344346284866, 0.04566161334514618, 0.024884190410375595, 0.04738735780119896, 0.02080327831208706, 0.026437485590577126, 0.02446925640106201, 0.06456181406974792, 0.041154056787490845, 0.03352636843919754, 0.05111633986234665, 0.019184976816177368, 0.025088977068662643, 0.013282342813909054, 0.03093510866165161, 0.010825768113136292, 0.018772637471556664, 0.044736459851264954, 0.027736393734812737, 0.024737421423196793, 0.03375841677188873]","[0.0019494238076731563, 0.034022532403469086, 0.006258768495172262, 0.05750805884599686, 0.8937581181526184, 0.006503148004412651]"
2067,11,4.11%,3.9085,"[0.03650394454598427, 0.04725275933742523, 0.033876679837703705, 0.05148403346538544, 0.07274648547172546, 0.03512684255838394, 0.05466600880026817, 0.041117578744888306, 0.04534277692437172, 0.024951841682195663, 0.04693126305937767, 0.02094029262661934, 0.02652789279818535, 0.02423921972513199, 0.06415967643260956, 0.04118058830499649, 0.03366805613040924, 0.050170376896858215, 0.019496634602546692, 0.024658693000674248, 0.013313006609678268, 0.03100154921412468, 0.010929259471595287, 0.018695028498768806, 0.04474908113479614, 0.02814374677836895, 0.024686384946107864, 0.03344028443098068]","[0.002582342131063342, 0.005749545060098171, 0.037492286413908005, 0.06525089591741562, 0.007760772947221994, 0.8811641931533813]"
2068,11,4.11%,3.8412,"[0.03714722394943237, 0.04763204604387283, 0.03397861123085022, 0.0509830079972744, 0.0712319016456604, 0.035516440868377686, 0.055606234818696976, 0.04158829152584076, 0.044806331396102905, 0.02441931515932083, 0.04633144289255142, 0.02160574495792389, 0.026930324733257294, 0.023480918258428574, 0.0639612004160881, 0.04191793501377106, 0.03440896421670914, 0.0494488961994648, 0.019563740119338036, 0.02377294935286045, 0.013653174974024296, 0.03140977397561073, 0.010847248136997223, 0.01850149780511856, 0.044906649738550186, 0.028765801340341568, 0.025113122537732124, 0.03247113525867462]","[0.0046643828973174095, 0.0031247916631400585, 0.03903491795063019, 0.009272604249417782, 0.8697792291641235, 0.07412412017583847]"
2069,21,4.11%,3.4762,"[0.036758240312337875, 0.04817090928554535, 0.03454349935054779, 0.05064086988568306, 0.07107352465391159, 0.035365767776966095, 0.0539926253259182, 0.04206252470612526, 0.04529811441898346, 0.024652879685163498, 0.04633847624063492, 0.022234806790947914, 0.02716834656894207, 0.023699959740042686, 0.06377184391021729, 0.04121970385313034, 0.034477751702070236, 0.04955518618226051, 0.019708655774593353, 0.02391979470849037, 0.013599274680018425, 0.030944492667913437, 0.010963315144181252, 0.018393220379948616, 0.045046884566545486, 0.028735477477312088, 0.02513984963297844, 0.03252394497394562]","[0.0033958344720304012, 0.03196398541331291, 0.006019891239702702, 0.8563923239707947, 0.09322553873062134, 0.009002474136650562]"
2070,17,4.10%,3.0099,"[0.036863263696432114, 0.04875490814447403, 0.0348326750099659, 0.05010981485247612, 0.06972947716712952, 0.03539580479264259, 0.05396704375743866, 0.042117226868867874, 0.045915864408016205, 0.024561859667301178, 0.046260762959718704, 0.02281593531370163, 0.02730897068977356, 0.023389948531985283, 0.06366919726133347, 0.04124099761247635, 0.03404735028743744, 0.04897152632474899, 0.019697507843375206, 0.02372720092535019, 0.013745462521910667, 0.031494077295064926, 0.010943586938083172, 0.018377728760242462, 0.045510124415159225, 0.02916078269481659, 0.02515530027449131, 0.03223563730716705]","[0.003687269287183881, 0.023501215502619743, 0.005580756813287735, 0.8859555125236511, 0.007819014601409435, 0.0734562799334526]"
2071,14,4.10%,2.7644,"[0.03606729581952095, 0.049147818237543106, 0.03504708409309387, 0.049924276769161224, 0.07018587738275528, 0.0347968265414238, 0.05282166972756386, 0.04223231226205826, 0.046654000878334045, 0.024791210889816284, 0.04663247615098953, 0.02300354279577732, 0.027647869661450386, 0.02388901449739933, 0.06329140067100525, 0.04084398224949837, 0.03345649316906929, 0.04961293190717697, 0.019626878201961517, 0.02411515824496746, 0.013568038120865822, 0.03139951452612877, 0.011088705621659756, 0.01845884881913662, 0.04533885419368744, 0.028794966638088226, 0.024977216497063637, 0.032585691660642624]","[0.0031766414176672697, 0.013159103691577911, 0.0020784384105354548, 0.03526997193694115, 0.005345520563423634, 0.9409703612327576]"
2072,25,4.10%,3.5476,"[0.03609315678477287, 0.049522776156663895, 0.03514433279633522, 0.049479540437459946, 0.06914084404706955, 0.035004131495952606, 0.05305676534771919, 0.04239858314394951, 0.046325378119945526, 0.024516254663467407, 0.046285346150398254, 0.023647844791412354, 0.02778109535574913, 0.023524317890405655, 0.06339699029922485, 0.04121767729520798, 0.03397924080491066, 0.04943022131919861, 0.019710782915353775, 0.023789066821336746, 0.013764365576207638, 0.031635794788599014, 0.011104640550911427, 0.01831180602312088, 0.045306045562028885, 0.029169177636504173, 0.02521490678191185, 0.03204893320798874]","[0.008304150775074959, 0.0014477232471108437, 0.002359899925068021, 0.030668798834085464, 0.004676457494497299, 0.9525429606437683]"
2073,21,4.10%,3.4811,"[0.03449073061347008, 0.04998141899704933, 0.03566893935203552, 0.049747075885534286, 0.07112433761358261, 0.03351517766714096, 0.05043730512261391, 0.04259366914629936, 0.04831833392381668, 0.025678763166069984, 0.047315627336502075, 0.022877389565110207, 0.027989013120532036, 0.025138746947050095, 0.06362295895814896, 0.03904960677027702, 0.03165987506508827, 0.05089845508337021, 0.019517015665769577, 0.025136465206742287, 0.013186695985496044, 0.031021274626255035, 0.011322994716465473, 0.018699508160352707, 0.04489757865667343, 0.02814813330769539, 0.024138586595654488, 0.0338243767619133]","[0.008722152560949326, 0.0016446112422272563, 0.0033172464463859797, 0.9429221153259277, 0.004566773306578398, 0.03882705792784691]"
2074,0,4.10%,3.3270,"[0.03696770966053009, 0.04985634610056877, 0.035293612629175186, 0.04851524904370308, 0.06662220507860184, 0.03539102151989937, 0.05323086306452751, 0.04262727126479149, 0.04585813358426094, 0.023993883281946182, 0.0453343540430069, 0.024768300354480743, 0.028019309043884277, 0.0224363561719656, 0.06451206654310226, 0.041562482714653015, 0.03437561169266701, 0.04898257926106453, 0.019682979211211205, 0.022900903597474098, 0.014273612760007381, 0.032963160425424576, 0.01085358764976263, 0.018080227077007294, 0.04584017023444176, 0.030673354864120483, 0.02572229504585266, 0.030662251636385918]","[0.0018488497007638216, 0.009699109941720963, 0.005055507179349661, 0.0062116589397192, 0.9366862773895264, 0.04049862548708916]"
2075,25,4.09%,3.4770,"[0.037458937615156174, 0.04969840124249458, 0.03551816567778587, 0.04802834615111351, 0.06591488420963287, 0.03529524803161621, 0.05320320278406143, 0.04265616089105606, 0.04606519639492035, 0.02410588413476944, 0.04508756101131439, 0.025194570422172546, 0.028221534565091133, 0.022229785099625587, 0.064703568816185, 0.041330110281705856, 0.034127119928598404, 0.04855949059128761, 0.019646862521767616, 0.022834861651062965, 0.014362534508109093, 0.033360984176397324, 0.010876363143324852, 0.018248919397592545, 0.04575738683342934, 0.03130808472633362, 0.02571321651339531, 0.030492622405290604]","[0.0075026219710707664, 0.0038766840007156134, 0.0011203952599316835, 0.03516707569360733, 0.005426738876849413, 0.9469065070152283]"
2076,0,4.09%,3.3078,"[0.036066651344299316, 0.0502818338572979, 0.03595734387636185, 0.04812844097614288, 0.06745932996273041, 0.0340532585978508, 0.05060490593314171, 0.04271967336535454, 0.04757202789187431, 0.024979975074529648, 0.045989278703927994, 0.024536896497011185, 0.028324352577328682, 0.023441651836037636, 0.06523716449737549, 0.03964802995324135, 0.03230854868888855, 0.05009673908352852, 0.019444255158305168, 0.02400047332048416, 0.013947115279734135, 0.03305695578455925, 0.011024105362594128, 0.018463322892785072, 0.0454341322183609, 0.030617915093898773, 0.024920130148530006, 0.031685519963502884]","[0.010918639600276947, 0.005369765684008598, 0.0017694965936243534, 0.03657808527350426, 0.9380033016204834, 0.0073606474325060844]"
2077,14,4.14%,2.7258,"[0.03874144330620766, 0.049760427325963974, 0.035840827971696854, 0.04724137857556343, 0.06418919563293457, 0.03517049178481102, 0.052441179752349854, 0.04277339205145836, 0.04632243514060974, 0.02407098188996315, 0.044372908771038055, 0.02601255476474762, 0.028354138135910034, 0.02162620797753334, 0.06554070115089417, 0.040838539600372314, 0.03394933417439461, 0.04790613055229187, 0.019649721682071686, 0.022488409653306007, 0.014587425626814365, 0.03424597904086113, 0.010768275707960129, 0.018208898603916168, 0.04633462801575661, 0.032956644892692566, 0.025880124419927597, 0.029727637767791748]","[0.0051746428944170475, 0.0010000000474974513, 0.0025775970425456762, 0.004901057109236717, 0.017085963860154152, 0.9694013595581055]"
2078,7,4.14%,3.1519,"[0.03842124342918396, 0.0495745874941349, 0.03607010468840599, 0.04724728316068649, 0.06519447267055511, 0.03439270332455635, 0.05077112466096878, 0.04281536489725113, 0.047215066850185394, 0.024515653029084206, 0.045091841369867325, 0.025391612201929092, 0.02848752588033676, 0.022264711558818817, 0.06650281697511673, 0.03943515568971634, 0.03271206468343735, 0.048911623656749725, 0.01938224583864212, 0.023284543305635452, 0.014339656569063663, 0.034045472741127014, 0.010783519595861435, 0.018427150323987007, 0.04617743194103241, 0.03267187625169754, 0.025298161432147026, 0.030575113371014595]","[0.0011578642297536135, 0.0025395371485501528, 0.006311151199042797, 0.007159744389355183, 0.9656470417976379, 0.017184605821967125]"
2079,3,4.13%,3.0662,"[0.038753531873226166, 0.04956146702170372, 0.03626810386776924, 0.04685772582888603, 0.0648338571190834, 0.033855557441711426, 0.04993412643671036, 0.0432666651904583, 0.047736939042806625, 0.024857422336935997, 0.04479937627911568, 0.02554181031882763, 0.028616154566407204, 0.022261865437030792, 0.06739228963851929, 0.03884588181972504, 0.032053470611572266, 0.04859199374914169, 0.019426509737968445, 0.023326776921749115, 0.014283468015491962, 0.034409139305353165, 0.010791651904582977, 0.018549088388681412, 0.046241339296102524, 0.03332953155040741, 0.025203650817275047, 0.03041057102382183]","[0.006129587534815073, 0.0026555948425084352, 0.0010000000474974513, 0.006388252135366201, 0.9649772047996521, 0.019106877967715263]"
2080,3,4.13%,3.0619,"[0.040026213973760605, 0.0490231066942215, 0.03622699901461601, 0.04643705487251282, 0.0631779208779335, 0.03447537496685982, 0.05091669782996178, 0.04359854385256767, 0.046433623880147934, 0.024470511823892593, 0.04373691603541374, 0.026506230235099792, 0.02852552756667137, 0.02133978344500065, 0.06802350282669067, 0.03942907601594925, 0.03341713920235634, 0.047488562762737274, 0.019523896276950836, 0.02268831990659237, 0.014658890664577484, 0.03478574752807617, 0.010682693682610989, 0.018430480733513832, 0.04599042609333992, 0.034898541867733, 0.02576761320233345, 0.02932063117623329]","[0.0037891115061938763, 0.0010000000474974513, 0.007463971618562937, 0.9610583782196045, 0.02117258869111538, 0.005680684465914965]"
2081,9,4.13%,3.6902,"[0.04054274410009384, 0.048969849944114685, 0.036040227860212326, 0.04750388488173485, 0.06349309533834457, 0.034005552530288696, 0.050915151834487915, 0.04381520301103592, 0.04623640328645706, 0.02461239881813526, 0.04348856583237648, 0.026003407314419746, 0.028618285432457924, 0.02140573412179947, 0.06849311292171478, 0.039084646850824356, 0.03262721002101898, 0.047485630959272385, 0.019558360800147057, 0.022501369938254356, 0.014563804492354393, 0.03527330234646797, 0.01066423486918211, 0.018486056476831436, 0.04600365087389946, 0.034896232187747955, 0.02545708231627941, 0.029254822060465813]","[0.004426160827279091, 0.001472579431720078, 0.009091390296816826, 0.954366147518158, 0.005611399654299021, 0.025032322853803635]"
2082,14,4.18%,2.6748,"[0.0429101400077343, 0.048386815935373306, 0.035822976380586624, 0.04705320671200752, 0.06068214774131775, 0.03496409207582474, 0.05186522752046585, 0.04391535744071007, 0.04496604576706886, 0.0239560566842556, 0.042061932384967804, 0.027292776852846146, 0.028559142723679543, 0.01990005001425743, 0.06915435194969177, 0.04002420976758003, 0.03403721749782562, 0.04596184939146042, 0.01963355764746666, 0.02121061645448208, 0.015164731070399284, 0.03636086732149124, 0.0103562381118536, 0.018167288973927498, 0.04679253324866295, 0.03689953312277794, 0.02642778307199478, 0.02747330069541931]","[0.0010000000474974513, 0.0049260747618973255, 0.002298144856467843, 0.003700186964124441, 0.9767715334892273, 0.011579728685319424]"
2083,10,4.17%,3.1368,"[0.04141455888748169, 0.048787690699100494, 0.036251962184906006, 0.048563726246356964, 0.06280364841222763, 0.03357497975230217, 0.0502656027674675, 0.04410887882113457, 0.04619470611214638, 0.025463232770562172, 0.042768411338329315, 0.02600945346057415, 0.028329692780971527, 0.021314572542905807, 0.06987346708774567, 0.03825479373335838, 0.03191934525966644, 0.04698152095079422, 0.01956459879875183, 0.022454114630818367, 0.014466052874922752, 0.03569915518164635, 0.010615014471113682, 0.018547283485531807, 0.04612686485052109, 0.035459235310554504, 0.025161027908325195, 0.029026389122009277]","[0.001080912770703435, 0.0034551287535578012, 0.006783440243452787, 0.014483286067843437, 0.0037608034908771515, 0.9704364538192749]"
2084,24,4.17%,3.0672,"[0.042241718620061874, 0.04863519221544266, 0.03594592213630676, 0.04880914092063904, 0.06204790621995926, 0.03367098793387413, 0.05020104721188545, 0.044123273342847824, 0.045705683529376984, 0.025241028517484665, 0.042677514255046844, 0.02599102258682251, 0.028318604454398155, 0.02082453854382038, 0.07092804461717606, 0.038288526237010956, 0.0318482331931591, 0.04686414822936058, 0.0195353701710701, 0.022011103108525276, 0.014656863175332546, 0.03634381666779518, 0.010439503006637096, 0.018396195024251938, 0.04652304947376251, 0.03602693974971771, 0.02532101422548294, 0.028383558616042137]","[0.005324086640030146, 0.0010595886269584298, 0.0028039440512657166, 0.015026334673166275, 0.002689334796741605, 0.9730966687202454]"
