round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,alpha,0.05,,EMA Dampened
8791,0,49.68%,89.25%,0,"[0.9999971389770508, 2.860642325686058e-06]",0.402286644,,,
8792,1,49.69%,89.25%,0.036,"[0.031506408005952835, 0.9684935808181763]",0.383972311,,,
8793,0,49.68%,89.25%,0,"[0.9999966621398926, 3.2977438877423992e-06]",0.364773696,,,
8794,0,49.68%,89.26%,0,"[0.9999966621398926, 3.3637033993727528e-06]",0.346535011,,,
8795,0,49.67%,89.26%,0,"[0.9999972581863403, 2.741932803473901e-06]",0.329208261,,,
8796,0,49.66%,89.26%,0,"[0.9999958276748657, 4.203214302833658e-06]",0.312747847,,,
8797,1,49.67%,89.26%,0.0377,"[0.03083866275846958, 0.969161331653595]",0.298995455,,,
8798,0,49.66%,89.26%,0,"[0.999997615814209, 2.363422026974149e-06]",0.284045682,,,
8799,1,49.67%,89.26%,0.0306,"[0.0242888405919075, 0.9757111072540283]",0.271373398,,,
8800,0,49.66%,89.26%,0.6966,"[0.7984370589256287, 0.20156291127204895]",0.292634728,,,
8801,1,49.67%,89.26%,0.0628,"[0.060047075152397156, 0.9399529099464417]",0.281142992,,,
8802,1,49.68%,89.27%,0.0291,"[0.028913425281643867, 0.9710865616798401]",0.268540842,,,
8803,1,49.68%,89.27%,0.0583,"[0.06857631355524063, 0.9314236044883728]",0.2580288,,,
8804,0,49.68%,89.27%,0,"[0.9999953508377075, 4.707217613031389e-06]",0.24512736,,,
8805,1,49.68%,89.27%,0.0247,"[0.025533374398946762, 0.9744666218757629]",0.234105992,,,
8806,0,49.68%,89.27%,0,"[0.9999974966049194, 2.494528871466173e-06]",0.222400693,,,
8807,0,49.67%,89.27%,0,"[0.9999957084655762, 4.302192792238202e-06]",0.211280658,,,
8808,1,49.68%,89.27%,0.2947,"[0.18725240230560303, 0.8127475380897522]",0.215451625,,,
8809,1,49.68%,89.27%,0.0753,"[0.07078476995229721, 0.9292152523994446]",0.208444044,,,
8810,1,49.69%,89.27%,0.0225,"[0.02396596036851406, 0.9760339856147766]",0.199146842,,,
8811,1,49.69%,89.28%,0.0772,"[0.07940473407506943, 0.9205952882766724]",0.1930495,,,
8812,1,49.70%,89.28%,0.0406,"[0.04128861427307129, 0.9587114453315735]",0.185427025,,,
8813,1,49.71%,89.28%,0.0428,"[0.04435444250702858, 0.9556455612182617]",0.178295673,,,
8814,0,49.70%,89.28%,0,"[0.9999974966049194, 2.544556309658219e-06]",0.16938089,,,
8815,0,49.69%,89.28%,0,"[0.9999973773956299, 2.6803993478097254e-06]",0.160911845,,,
8816,0,49.69%,89.28%,0,"[0.9999977350234985, 2.2270007775659906e-06]",0.152866253,,,
8817,0,49.68%,89.28%,0,"[0.9999973773956299, 2.6568986868369393e-06]",0.14522294,,,
8818,0,49.68%,89.28%,0,"[0.999996542930603, 3.477084192127222e-06]",0.137961793,,,
8819,1,49.68%,89.29%,0.0266,"[0.03113488480448723, 0.968865156173706]",0.132393704,,,
8820,1,49.69%,89.29%,0.0173,"[0.019223395735025406, 0.9807766079902649]",0.126639018,,,
8821,1,49.69%,89.29%,0.0223,"[0.023418862372636795, 0.9765810966491699]",0.121422067,,,
8822,1,49.70%,89.29%,0.0262,"[0.024992603808641434, 0.9750074148178101]",0.116660964,,,
8823,0,49.69%,89.29%,0,"[0.9999957084655762, 4.250047823006753e-06]",0.110827916,,,
8824,1,49.70%,89.29%,0.0291,"[0.033311627805233, 0.9666884541511536]",0.10674152,,,
8825,0,49.69%,89.29%,0.0149,"[0.9967353940010071, 0.0032646164763718843]",0.102149444,,,
8826,0,49.69%,89.29%,0,"[0.9999949932098389, 5.039660663896939e-06]",0.097041972,,,
8827,1,49.69%,89.30%,0.0294,"[0.03273342177271843, 0.9672666192054749]",0.093659873,,,
8828,1,49.70%,89.30%,0.0168,"[0.014872428961098194, 0.9851276278495789]",0.08981688,,,
8829,0,49.69%,89.30%,0,"[0.9999977350234985, 2.2055689896660624e-06]",0.085326036,,,
8830,0,49.69%,89.30%,0,"[0.9999948740005493, 5.105707714392338e-06]",0.081059734,,,
8831,0,49.68%,89.30%,0,"[0.999997615814209, 2.4037560706346994e-06]",0.077006747,,,
8832,1,49.69%,89.30%,0.0227,"[0.024428056553006172, 0.9755719900131226]",0.07429141,,,
8833,0,49.68%,89.30%,0,"[0.9999974966049194, 2.5521462703181896e-06]",0.070576839,,,
8834,0,49.68%,89.30%,0,"[0.9999966621398926, 3.3724270451784832e-06]",0.067047997,,,
8835,0,49.67%,89.31%,0,"[0.9999929666519165, 7.017671123321634e-06]",0.063695597,,,
8836,0,49.67%,89.31%,0.0163,"[0.9590247869491577, 0.0409751757979393]",0.061325818,,,
8837,0,49.66%,89.31%,0,"[0.9999966621398926, 3.324378667457495e-06]",0.058259527,,,
8838,0,49.65%,89.31%,0,"[0.9999979734420776, 2.027348273259122e-06]",0.05534655,,,
8839,1,49.66%,89.31%,0.0118,"[0.013835344463586807, 0.9861646294593811]",0.053169223,,,
8840,0,49.66%,89.31%,0,"[0.9999974966049194, 2.478652504578349e-06]",0.050510762,,,
8841,1,49.66%,89.31%,0.0126,"[0.01223774254322052, 0.9877623319625854]",0.048615224,,,
8842,0,49.66%,89.31%,0,"[0.9999977350234985, 2.2500462364405394e-06]",0.046184462,,,
8843,1,49.66%,89.31%,0.0172,"[0.016057441011071205, 0.9839425086975098]",0.044735239,,,
8844,1,49.67%,89.32%,0.0169,"[0.021864626556634903, 0.978135347366333]",0.043343477,,,
8845,1,49.67%,89.32%,0.0299,"[0.02124156802892685, 0.9787584543228149]",0.042671304,,,
8846,1,49.68%,89.32%,0.0161,"[0.01438499242067337, 0.9856150150299072]",0.041342738,,,
8847,0,49.67%,89.32%,0.0006,"[0.9747321009635925, 0.025267910212278366]",0.039305601,,,
8848,0,49.67%,89.32%,0,"[0.999997615814209, 2.3833720206312137e-06]",0.037340321,,,
8849,1,49.67%,89.32%,0.0161,"[0.01579924300312996, 0.9842007756233215]",0.036278305,,,
8850,1,49.68%,89.32%,0.0146,"[0.015792377293109894, 0.9842075705528259]",0.03519439,,,
8851,0,49.67%,89.32%,0.3448,"[0.5784556865692139, 0.42154431343078613]",0.050674671,,,
8852,1,49.68%,89.33%,0.0119,"[0.011850462295114994, 0.9881495237350464]",0.048735937,,,
8853,1,49.68%,89.33%,0.0239,"[0.025721926242113113, 0.9742780327796936]",0.04749414,,,
8854,0,49.68%,89.33%,0,"[0.9999979734420776, 2.0811273770959815e-06]",0.045119433,,,
8855,1,49.68%,89.33%,0.0156,"[0.015975050628185272, 0.9840249419212341]",0.043643461,,,
8856,1,49.69%,89.33%,0.0218,"[0.019882027059793472, 0.980117917060852]",0.042551288,,,
8857,0,49.68%,89.32%,3.7355,"[0.019169095903635025, 0.9808308482170105]",0.227198724,,,
8858,0,49.68%,89.32%,0,"[0.9999980926513672, 1.9215008251194376e-06]",0.215838788,,,
8859,1,49.68%,89.32%,0.0137,"[0.012514820322394371, 0.9874852299690247]",0.205731848,,,
8860,1,49.69%,89.31%,10.939,"[0.9999585151672363, 4.1437022446189076e-05]",0.742395256,,,
8861,1,49.70%,89.31%,0.0303,"[0.04235900938510895, 0.957641065120697]",0.706790493,,,
8862,0,49.69%,89.32%,0,"[0.9999978542327881, 2.176151383537217e-06]",0.671450969,,,
8863,1,49.70%,89.32%,0.0266,"[0.021772831678390503, 0.9782271385192871]",0.63920842,,,
8864,1,49.70%,89.32%,0.0179,"[0.015868958085775375, 0.9841310381889343]",0.608142999,,,
8865,0,49.70%,89.32%,0,"[0.9999977350234985, 2.26897600441589e-06]",0.577735849,,,
8866,0,49.69%,89.32%,0,"[0.999997615814209, 2.3978054741746746e-06]",0.548849057,,,
8867,1,49.70%,89.32%,0.0187,"[0.0207771435379982, 0.9792228937149048]",0.522341604,,,
8868,1,49.70%,89.32%,0.0281,"[0.03023458831012249, 0.9697654843330383]",0.497629524,,,
8869,0,49.70%,89.32%,0,"[0.999972939491272, 2.711914748942945e-05]",0.472748047,,,
8870,1,49.70%,89.32%,0.0184,"[0.014023536816239357, 0.9859764575958252]",0.450030645,,,
8871,0,49.70%,89.33%,0,"[0.9999970197677612, 2.9356776849454036e-06]",0.427529113,,,
8872,1,49.70%,89.33%,0.0405,"[0.03861215338110924, 0.9613878726959229]",0.408177657,,,
8873,0,49.70%,89.33%,0,"[0.9999971389770508, 2.8389436010911595e-06]",0.387768774,,,
8874,1,49.70%,89.33%,0.0194,"[0.016987644135951996, 0.9830123782157898]",0.369350336,,,
8875,1,49.71%,89.33%,0.021,"[0.019160574302077293, 0.9808394908905029]",0.351932819,,,
8876,1,49.71%,89.33%,0.0282,"[0.03375158831477165, 0.9662483930587769]",0.335746178,,,
8877,0,49.71%,89.33%,0,"[0.9999970197677612, 3.008914518431993e-06]",0.318958869,,,
8878,1,49.71%,89.33%,0.0313,"[0.02912718430161476, 0.9708728194236755]",0.304575926,,,
8879,1,49.72%,89.34%,0.0257,"[0.02398698218166828, 0.9760129451751709]",0.290632129,,,
8880,0,49.71%,89.34%,0,"[0.9999970197677612, 2.9924312912044115e-06]",0.276100523,,,
8881,0,49.71%,89.34%,0,"[0.999996542930603, 3.4465592761989683e-06]",0.262295497,,,
8882,1,49.71%,89.34%,0.0204,"[0.019775137305259705, 0.9802249073982239]",0.250200722,,,
8883,1,49.72%,89.34%,0.0134,"[0.01422956120222807, 0.9857704639434814]",0.238360686,,,
8884,1,49.72%,89.34%,0.0207,"[0.02005639299750328, 0.979943573474884]",0.227477651,,,
8885,1,49.73%,89.34%,0.0217,"[0.02169567160308361, 0.9783042669296265]",0.217188769,,,
8886,0,49.72%,89.34%,0,"[0.9999945163726807, 5.492248419614043e-06]",0.20632933,,,
8887,1,49.73%,89.35%,0.0132,"[0.013729749247431755, 0.9862702488899231]",0.196672864,,,
8888,0,49.72%,89.35%,0,"[0.9999966621398926, 3.3791170608310495e-06]",0.186839221,,,
8889,1,49.73%,89.35%,0.0122,"[0.013494396582245827, 0.9865055680274963]",0.17810726,,,
8890,1,49.74%,89.35%,0.0269,"[0.02279728092253208, 0.9772027134895325]",0.170546897,,,
8891,0,49.73%,89.35%,0,"[0.9998787641525269, 0.00012118682934669778]",0.162019552,,,
8892,1,49.74%,89.35%,0.0182,"[0.02064761333167553, 0.9793524146080017]",0.154828574,,,
8893,1,49.74%,89.35%,0.0154,"[0.019974490627646446, 0.9800255298614502]",0.147857146,,,
8894,1,49.75%,89.35%,0.0222,"[0.02380874939262867, 0.9761912822723389]",0.141574288,,,
8895,0,49.74%,89.34%,4.1437,"[0.01658780127763748, 0.9834121465682983]",0.341680574,,,
8896,1,49.75%,89.34%,0.0167,"[0.017033999785780907, 0.9829659461975098]",0.325431545,,,
8897,0,49.74%,89.35%,0,"[0.9999954700469971, 4.514806732913712e-06]",0.309159968,,,
8898,1,49.75%,89.35%,0.0174,"[0.021603243425488472, 0.9783967137336731]",0.29457197,,,
8899,0,49.74%,89.34%,4.0871,"[0.014859026297926903, 0.9851409196853638]",0.484198371,,,
8900,0,49.74%,89.34%,0,"[0.9999953508377075, 4.644902674044715e-06]",0.459988452,,,
8901,0,49.73%,89.33%,3.1698,"[0.03448590636253357, 0.9655141234397888]",0.59547903,,,
8902,1,49.74%,89.33%,0.0136,"[0.013909291476011276, 0.9860907793045044]",0.566385078,,,
8903,0,49.73%,89.32%,3.4435,"[0.0390748605132103, 0.9609251022338867]",0.710240824,,,
8904,0,49.72%,89.32%,0,"[0.9999933242797852, 6.714587016176665e-06]",0.674728783,,,
8905,0,49.72%,89.32%,0,"[0.9999958276748657, 4.179523330094526e-06]",0.640992344,,,
8906,1,49.72%,89.32%,0.0604,"[0.0618598498404026, 0.9381401538848877]",0.611962727,,,
8907,0,49.72%,89.32%,0,"[0.9999960660934448, 3.942704552173382e-06]",0.581364591,,,
8908,1,49.72%,89.33%,0.0315,"[0.02866201288998127, 0.9713379740715027]",0.553871361,,,
8909,1,49.73%,89.33%,0.0267,"[0.025856932625174522, 0.9741430878639221]",0.527512793,,,
8910,0,49.73%,89.33%,0.0001,"[0.9999457597732544, 5.420059824245982e-05]",0.501142153,,,
8911,0,49.72%,89.33%,0,"[0.9999960660934448, 3.907711288775317e-06]",0.476085046,,,
8912,0,49.71%,89.33%,0,"[0.9999958276748657, 4.167348379269242e-06]",0.452280793,,,
8913,0,49.71%,89.33%,0.0004,"[0.9996300935745239, 0.0003698507498484105]",0.429686754,,,
8914,0,49.70%,89.33%,0,"[0.9999967813491821, 3.274131813668646e-06]",0.408202416,,,
8915,1,49.71%,89.33%,0.0273,"[0.05487082898616791, 0.9451291561126709]",0.389157295,,,
8916,0,49.70%,89.33%,0,"[0.999996542930603, 3.4905199299828382e-06]",0.36969943,,,
8917,0,49.70%,89.32%,2.1444,"[0.1438741385936737, 0.8561258912086487]",0.458434459,,,
8918,0,49.69%,89.33%,0,"[0.9999957084655762, 4.257382443029201e-06]",0.435512736,,,
8919,1,49.70%,89.33%,0.0454,"[0.07208166271448135, 0.9279183149337769]",0.416007099,,,
8920,0,49.69%,89.33%,0,"[0.9999970197677612, 2.963339284178801e-06]",0.395206744,,,
8921,1,49.70%,89.33%,0.0567,"[0.031035317108035088, 0.9689646363258362]",0.378281407,,,
8922,0,49.69%,89.33%,0,"[0.999996542930603, 3.4184661217295798e-06]",0.359367337,,,
8923,1,49.70%,89.33%,0.2632,"[0.2610156238079071, 0.7389844059944153]",0.35455897,,,
8924,1,49.70%,89.33%,0.0977,"[0.0786208063364029, 0.9213791489601135]",0.341716021,,,
8925,1,49.71%,89.33%,0.3618,"[0.2678021192550659, 0.7321978807449341]",0.34272022,,,
8926,1,49.71%,89.34%,0.0423,"[0.05206998437643051, 0.9479299783706665]",0.327699209,,,
8927,1,49.72%,89.34%,0.1146,"[0.08093972504138947, 0.9190602898597717]",0.317044249,,,
8928,0,49.71%,89.33%,0.9169,"[0.3198554515838623, 0.6801445484161377]",0.347037036,,,
8929,1,49.72%,89.33%,0.0693,"[0.06791592389345169, 0.9320841431617737]",0.333150185,,,
8930,0,49.71%,89.33%,0,"[0.9999966621398926, 3.3776800592022482e-06]",0.316492675,,,
8931,1,49.72%,89.32%,6.7683,"[0.9993152618408203, 0.0006847669137641788]",0.639083042,,,
8932,0,49.71%,89.31%,2.3928,"[0.10029241442680359, 0.899707555770874]",0.726768889,,,
8933,0,49.71%,89.30%,2.742,"[0.08008349686861038, 0.9199165105819702]",0.827530445,,,
8934,0,49.70%,89.30%,0,"[0.9999531507492065, 4.681467908085324e-05]",0.786153923,,,
8935,0,49.70%,89.30%,0,"[0.9999948740005493, 5.077738478576066e-06]",0.746846227,,,
8936,0,49.69%,89.30%,0,"[0.9999933242797852, 6.706926797050983e-06]",0.709503915,,,
8937,1,49.70%,89.30%,0.0322,"[0.03236790746450424, 0.9676321148872375]",0.67563872,,,
8938,1,49.70%,89.31%,0.0307,"[0.03133538365364075, 0.9686645865440369]",0.643391784,,,
8939,1,49.71%,89.31%,0.0538,"[0.04147849977016449, 0.9585214853286743]",0.613912194,,,
8940,1,49.71%,89.31%,0.0621,"[0.08601346611976624, 0.9139865636825562]",0.586321585,,,
8941,1,49.72%,89.30%,0.8354,"[0.6152311563491821, 0.3847687840461731]",0.598775505,,,
8942,0,49.71%,89.30%,0,"[0.9999951124191284, 4.829564659303287e-06]",0.56883673,,,
8943,1,49.72%,89.30%,0.0298,"[0.030042007565498352, 0.9699580073356628]",0.541884894,,,
8944,1,49.73%,89.30%,0.0421,"[0.03356119990348816, 0.9664388298988342]",0.516895649,,,
8945,1,49.73%,89.30%,0.0807,"[0.05375843122601509, 0.9462416172027588]",0.495085867,,,
8946,0,49.73%,89.30%,0,"[0.9999957084655762, 4.269079454388702e-06]",0.470331573,,,
8947,1,49.73%,89.30%,0.0432,"[0.062243372201919556, 0.9377565979957581]",0.448974995,,,
8948,0,49.73%,89.31%,0,"[0.9999680519104004, 3.190604911651462e-05]",0.426526245,,,
8949,0,49.72%,89.31%,0.0004,"[0.9996302127838135, 0.0003697483625728637]",0.405219933,,,
8950,1,49.73%,89.31%,0.1023,"[0.09182929992675781, 0.908170759677887]",0.390073936,,,
8951,0,49.72%,89.31%,0,"[0.9999908208847046, 9.232535376213491e-06]",0.370570239,,,
8952,1,49.73%,89.31%,0.0546,"[0.04588219150900841, 0.9541178345680237]",0.354771727,,,
8953,0,49.72%,89.31%,0.191,"[0.8396815657615662, 0.16031843423843384]",0.346583141,,,
8954,0,49.72%,89.31%,0,"[0.9999768733978271, 2.313890217919834e-05]",0.329253984,,,
8955,1,49.72%,89.31%,0.0198,"[0.019488560035824776, 0.980511486530304]",0.313781285,,,
8956,0,49.72%,89.32%,0,"[0.9999948740005493, 5.152185167389689e-06]",0.29809222,,,
8957,1,49.72%,89.32%,0.0251,"[0.018212446942925453, 0.9817875623703003]",0.284442609,,,
8958,0,49.72%,89.31%,2.9877,"[0.04245239496231079, 0.9575476050376892]",0.419605479,,,
8959,0,49.71%,89.31%,1.0512,"[0.6353908777236938, 0.36460909247398376]",0.451185205,,,
8960,0,49.70%,89.31%,0,"[0.9999847412109375, 1.5234767488436773e-05]",0.428625945,,,
8961,0,49.70%,89.31%,0,"[0.9999939203262329, 6.135298463050276e-06]",0.407194647,,,
8962,1,49.70%,89.31%,0.0589,"[0.05315854400396347, 0.9468414187431335]",0.389779915,,,
8963,1,49.71%,89.31%,0.0581,"[0.06244068220257759, 0.9375593662261963]",0.373195919,,,
8964,1,49.72%,89.31%,0.0566,"[0.03585071861743927, 0.9641492962837219]",0.357366123,,,
8965,0,49.71%,89.32%,0,"[0.9999903440475464, 9.687898455013055e-06]",0.339497817,,,
8966,1,49.72%,89.32%,0.0391,"[0.05197909474372864, 0.948020875453949]",0.324477926,,,
8967,1,49.72%,89.32%,0.3444,"[0.18431232869625092, 0.8156876564025879]",0.32547403,,,
8968,0,49.72%,89.32%,0,"[0.999993085861206, 6.943504558876157e-06]",0.309200329,,,
8969,1,49.72%,89.32%,0.0298,"[0.03824085369706154, 0.9617592096328735]",0.295230312,,,
8970,0,49.72%,89.32%,0,"[0.9999926090240479, 7.4081990533159114e-06]",0.280468796,,,
8971,0,49.71%,89.32%,0,"[0.9999693632125854, 3.065971395699307e-05]",0.266445357,,,
8972,1,49.72%,89.32%,0.0342,"[0.033105600625276566, 0.9668944478034973]",0.254833089,,,
8973,1,49.72%,89.32%,0.0232,"[0.02632223255932331, 0.9736777544021606]",0.243251434,,,
8974,1,49.73%,89.33%,0.0677,"[0.05410745367407799, 0.9458925127983093]",0.234473863,,,
8975,1,49.73%,89.33%,0.0688,"[0.05747199431061745, 0.9425280690193176]",0.22619017,,,
8976,0,49.73%,89.33%,0,"[0.9999959468841553, 4.046145477332175e-06]",0.214880661,,,
8977,1,49.73%,89.33%,0.0475,"[0.042869292199611664, 0.9571306705474854]",0.206511628,,,
8978,0,49.73%,89.32%,3.2453,"[0.05281161144375801, 0.9471883773803711]",0.358451047,,,
8979,1,49.73%,89.32%,0.0375,"[0.033459097146987915, 0.9665409326553345]",0.342403494,,,
8980,1,49.74%,89.32%,0.0577,"[0.06420212239027023, 0.9357978701591492]",0.32816832,,,
8981,0,49.73%,89.32%,0,"[0.999992847442627, 7.172444838943193e-06]",0.311759904,,,
8982,0,49.73%,89.32%,0.0001,"[0.9999544620513916, 4.558088767225854e-05]",0.296176908,,,
8983,0,49.72%,89.31%,2.9674,"[0.04681702330708504, 0.9531829953193665]",0.429738063,,,
8984,1,49.73%,89.32%,0.029,"[0.04614579677581787, 0.9538542032241821]",0.40970116,,,
8985,0,49.72%,89.32%,0,"[0.9999940395355225, 5.922352556808619e-06]",0.389216102,,,
8986,0,49.72%,89.32%,0,"[0.9999641180038452, 3.5865297832060605e-05]",0.369755297,,,
8987,0,49.71%,89.32%,0,"[0.9999799728393555, 2.0073966879863292e-05]",0.351267532,,,
8988,1,49.72%,89.32%,0.0523,"[0.06655514985322952, 0.9334449172019958]",0.336319155,,,
8989,0,49.71%,89.32%,0,"[0.9999942779541016, 5.758054612670094e-06]",0.319503198,,,
8990,0,49.71%,89.32%,0.0975,"[0.7880527377128601, 0.2119472473859787]",0.308403038,,,
8991,0,49.70%,89.32%,0.0011,"[0.999788224697113, 0.00021181305055506527]",0.293037886,,,
8992,0,49.69%,89.33%,0,"[0.9998154044151306, 0.00018466533219907433]",0.278385991,,,
8993,1,49.70%,89.33%,0.0419,"[0.06552271544933319, 0.9344772696495056]",0.266561692,,,
8994,0,49.69%,89.33%,0.0267,"[0.8652865886688232, 0.13471341133117676]",0.254568607,,,
8995,0,49.69%,89.33%,0,"[0.9999948740005493, 5.1103597797919065e-06]",0.241840177,,,
8996,1,49.69%,89.33%,0.0865,"[0.09154345095157623, 0.908456563949585]",0.234073168,,,
8997,1,49.70%,89.33%,0.0316,"[0.02454216033220291, 0.9754578471183777]",0.22394951,,,
8998,1,49.71%,89.33%,0.0936,"[0.09622259438037872, 0.9037774205207825]",0.217432034,,,
8999,1,49.71%,89.33%,0.0319,"[0.028010688722133636, 0.9719893336296082]",0.208155433,,,
9000,1,49.72%,89.33%,0.0601,"[0.04345962405204773, 0.9565404057502747]",0.200752661,,,
9001,0,49.71%,89.32%,3.3285,"[0.054985884577035904, 0.9450141191482544]",0.357140028,,,
9002,1,49.72%,89.33%,0.0841,"[0.07973934710025787, 0.9202606081962585]",0.343488026,,,
9003,0,49.71%,89.33%,0,"[0.9999927282333374, 7.305249710043427e-06]",0.326313625,,,
9004,1,49.72%,89.33%,0.0666,"[0.08375301212072372, 0.9162470102310181]",0.313327944,,,
9005,0,49.71%,89.33%,0,"[0.9999932050704956, 6.8257331804488786e-06]",0.297661547,,,
9006,1,49.72%,89.33%,0.0855,"[0.1240498423576355, 0.8759500980377197]",0.287053469,,,
9007,1,49.72%,89.33%,0.0682,"[0.05777626112103462, 0.9422237873077393]",0.276110796,,,
9008,0,49.72%,89.33%,0,"[0.9999949932098389, 4.95571566716535e-06]",0.262305256,,,
9009,1,49.72%,89.33%,0.0224,"[0.021221814677119255, 0.9787782430648804]",0.250309993,,,
9010,1,49.73%,89.34%,0.0636,"[0.11222238838672638, 0.8877776265144348]",0.240974494,,,
9011,0,49.72%,89.34%,0.0004,"[0.9900023937225342, 0.009997649118304253]",0.228945769,,,
9012,0,49.72%,89.34%,0,"[0.9999861717224121, 1.3855065844836645e-05]",0.21749848,,,
9013,0,49.71%,89.33%,2.4556,"[0.07324299961328506, 0.9267570376396179]",0.329403556,,,
9014,0,49.71%,89.33%,0.0021,"[0.9994660019874573, 0.0005339960916899145]",0.313038379,,,
9015,0,49.70%,89.33%,0,"[0.9999940395355225, 6.014010068611242e-06]",0.29738646,,,
9016,0,49.70%,89.33%,0,"[0.9999436140060425, 5.6337066780542955e-05]",0.282517137,,,
9017,1,49.70%,89.33%,0.0642,"[0.05874035134911537, 0.9412596821784973]",0.27160128,,,
9018,0,49.70%,89.33%,0,"[0.9999805688858032, 1.9404593331273645e-05]",0.258021216,,,
9019,1,49.70%,89.33%,0.072,"[0.10490988194942474, 0.8950901031494141]",0.248720155,,,
9020,0,49.70%,89.32%,1.0708,"[0.2738044857978821, 0.7261955738067627]",0.289824147,,,
9021,0,49.69%,89.33%,0,"[0.9999849796295166, 1.5001495739852544e-05]",0.27533294,,,
9022,0,49.68%,89.33%,0,"[0.9999606609344482, 3.936116263503209e-05]",0.261566293,,,
9023,1,49.69%,89.33%,0.0282,"[0.032296668738126755, 0.9677033424377441]",0.249897978,,,
9024,1,49.70%,89.33%,0.0375,"[0.031084677204489708, 0.9689152836799622]",0.239278079,,,
9025,1,49.70%,89.33%,0.0561,"[0.04854309931397438, 0.9514568448066711]",0.230119175,,,
9026,0,49.70%,89.33%,0.0002,"[0.9998507499694824, 0.00014924250717740506]",0.218623217,,,
9027,0,49.69%,89.33%,0.0001,"[0.9999319314956665, 6.802406278438866e-05]",0.207697056,,,
9028,1,49.70%,89.33%,0.0562,"[0.051812682300806046, 0.9481872916221619]",0.200122203,,,
9029,0,49.69%,89.32%,2.0987,"[0.11427699029445648, 0.8857229948043823]",0.295051093,,,
9030,1,49.70%,89.33%,0.0227,"[0.024664724245667458, 0.9753352999687195]",0.281433538,,,
9031,0,49.69%,89.33%,0,"[0.9999942779541016, 5.752478045906173e-06]",0.267361861,,,
9032,0,49.68%,89.32%,2.5299,"[0.06611322611570358, 0.9338867664337158]",0.380488768,,,
9033,1,49.69%,89.32%,0.0561,"[0.06035532429814339, 0.9396446347236633]",0.36426933,,,
9034,1,49.70%,89.32%,0.0255,"[0.02506147138774395, 0.9749385118484497]",0.347330863,,,
9035,0,49.69%,89.32%,0,"[0.9999945163726807, 5.472192697197897e-06]",0.32996432,,,
9036,0,49.68%,89.32%,0,"[0.9999912977218628, 8.66290065459907e-06]",0.313466104,,,
9037,0,49.68%,89.32%,0,"[0.9999945163726807, 5.514517852134304e-06]",0.297792799,,,
9038,1,49.68%,89.32%,0.041,"[0.047957055270671844, 0.9520428776741028]",0.284953159,,,
9039,1,49.69%,89.33%,0.0972,"[0.15782390534877777, 0.8421761393547058]",0.275565501,,,
9040,1,49.70%,89.33%,0.0303,"[0.03595913574099541, 0.9640408158302307]",0.263302226,,,
9041,0,49.69%,89.33%,0,"[0.9999923706054688, 7.6596606959356e-06]",0.250137115,,,
9042,1,49.70%,89.33%,0.0981,"[0.08646009862422943, 0.9135399460792542]",0.242535259,,,
9043,1,49.70%,89.33%,0.1322,"[0.20585806667804718, 0.794141948223114]",0.237018496,,,
9044,1,49.71%,89.33%,0.0853,"[0.0767097994685173, 0.9232901334762573]",0.229432571,,,
9045,1,49.71%,89.33%,0.0273,"[0.029647428542375565, 0.9703525900840759]",0.219325943,,,
9046,0,49.71%,89.33%,0,"[0.999993085861206, 6.885226866870653e-06]",0.208359646,,,
9047,1,49.71%,89.33%,0.0397,"[0.029996715486049652, 0.9700033068656921]",0.199926663,,,
9048,0,49.71%,89.34%,0,"[0.9999963045120239, 3.7517079363169614e-06]",0.18993033,,,
9049,0,49.70%,89.34%,0.0122,"[0.9996765851974487, 0.00032342199119739234]",0.181043814,,,
9050,0,49.70%,89.34%,0.0004,"[0.9977229237556458, 0.0022771216463297606]",0.172011623,,,
9051,0,49.69%,89.34%,0,"[0.999954342842102, 4.567832002067007e-05]",0.163411042,,,
9052,1,49.70%,89.34%,0.1309,"[0.1256345957517624, 0.8743654489517212]",0.16178549,,,
9053,1,49.70%,89.34%,0.0677,"[0.11755140870809555, 0.882448673248291]",0.157081215,,,
9054,1,49.71%,89.34%,0.3324,"[0.15482394397258759, 0.8451760411262512]",0.165847154,,,
9055,1,49.71%,89.34%,0.3198,"[0.2101428359746933, 0.7898572087287903]",0.173544797,,,
9056,1,49.72%,89.35%,0.0408,"[0.08430749922990799, 0.9156925082206726]",0.166907557,,,
9057,0,49.71%,89.35%,0,"[0.9999929666519165, 6.974803000048269e-06]",0.158562179,,,
9058,1,49.72%,89.35%,0.026,"[0.02910447120666504, 0.970895528793335]",0.15193407,,,
9059,0,49.71%,89.35%,0.0001,"[0.9265040755271912, 0.07349587231874466]",0.144342367,,,
9060,1,49.72%,89.35%,0.0497,"[0.03666020557284355, 0.9633398056030273]",0.139610248,,,
9061,1,49.72%,89.35%,0.0185,"[0.038179319351911545, 0.9618207216262817]",0.133554736,,,
9062,1,49.73%,89.35%,0.0263,"[0.02668912149965763, 0.9733108282089233]",0.128191999,,,
9063,0,49.72%,89.35%,0.036,"[0.9981374740600586, 0.0018625595839694142]",0.123582399,,,
9064,0,49.72%,89.34%,1.5244,"[0.4150812327861786, 0.5849187970161438]",0.193623279,,,
9065,1,49.72%,89.34%,0.0168,"[0.024372747167944908, 0.9756272435188293]",0.184782115,,,
