round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,,1
9085,1,49.74%,89.02%,0.042,"[0.045743539929389954, 0.9542564749717712]",0.042,
9086,1,49.74%,89.02%,0.0584,"[0.04391282796859741, 0.9560872316360474]",0.0584,
9087,1,49.75%,89.02%,0.0585,"[0.06259145587682724, 0.9374086260795593]",0.0585,
9088,1,49.75%,89.02%,0.0672,"[0.04104433208703995, 0.958955705165863]",0.0672,
9089,1,49.76%,89.02%,0.0499,"[0.06312375515699387, 0.9368762373924255]",0.0499,
9090,0,49.75%,89.02%,0.0001,"[0.9998997449874878, 0.00010019098408520222]",0.0001,
9091,1,49.76%,89.02%,0.0259,"[0.019656656309962273, 0.9803433418273926]",0.0259,
9092,1,49.76%,89.02%,0.0881,"[0.05260331183671951, 0.9473966360092163]",0.0881,
9093,0,49.76%,89.03%,0.0001,"[0.9999344348907471, 6.56119518680498e-05]",0.0001,
9094,1,49.76%,89.03%,0.0286,"[0.029341237619519234, 0.9706587791442871]",0.0286,
9095,1,49.77%,89.03%,0.0116,"[0.022101858630776405, 0.9778981804847717]",0.0116,
9096,0,49.76%,89.03%,0,"[0.9999673366546631, 3.2615309464745224e-05]",0,
9097,1,49.77%,89.03%,0.0488,"[0.03846888989210129, 0.9615311026573181]",0.0488,
9098,1,49.77%,89.03%,0.0138,"[0.016680486500263214, 0.9833194613456726]",0.0138,
9099,1,49.78%,89.03%,0.0102,"[0.014239335432648659, 0.9857606291770935]",0.0102,
9100,1,49.79%,89.03%,0.0134,"[0.01408330351114273, 0.9859166741371155]",0.0134,
9101,0,49.78%,89.04%,0,"[0.9999579191207886, 4.20293326897081e-05]",0,
9102,1,49.79%,89.04%,0.0335,"[0.025747567415237427, 0.974252462387085]",0.0335,
9103,1,49.79%,89.04%,0.0121,"[0.017136763781309128, 0.9828632473945618]",0.0121,
9104,0,49.79%,89.04%,0.0001,"[0.9999006986618042, 9.934845729731023e-05]",0.0001,
9105,1,49.79%,89.04%,0.015,"[0.009123632684350014, 0.9908763766288757]",0.015,
9106,1,49.80%,89.04%,0.0266,"[0.016653940081596375, 0.9833461046218872]",0.0266,
9107,0,49.79%,89.04%,0.0019,"[0.9971663355827332, 0.0028336611576378345]",0.0019,
9108,1,49.80%,89.04%,0.0192,"[0.025853672996163368, 0.9741463661193848]",0.0192,
9109,1,49.80%,89.05%,0.0235,"[0.024238741025328636, 0.9757612943649292]",0.0235,
9110,0,49.80%,89.04%,3.9693,"[0.020581230521202087, 0.9794187545776367]",3.9693,
9111,1,49.80%,89.04%,0.0559,"[0.01958906091749668, 0.9804109930992126]",0.0559,
9112,1,49.81%,89.04%,0.0188,"[0.02166694402694702, 0.978333055973053]",0.0188,
9113,1,49.81%,89.04%,0.037,"[0.05707966163754463, 0.9429203867912292]",0.037,
9114,1,49.82%,89.04%,0.0191,"[0.010279604233801365, 0.9897204041481018]",0.0191,
9115,1,49.82%,89.04%,0.0071,"[0.006415218114852905, 0.9935848116874695]",0.0071,
9116,1,49.83%,89.04%,0.0302,"[0.010549040511250496, 0.989450991153717]",0.0302,
9117,0,49.82%,89.04%,0,"[0.9999383687973022, 6.160663906484842e-05]",0,
9118,0,49.82%,89.04%,0.0001,"[0.9998313188552856, 0.00016868201782926917]",0.0001,
9119,1,49.82%,89.05%,0.0201,"[0.016289668157696724, 0.9837104082107544]",0.0201,
9120,0,49.82%,89.05%,0.0026,"[0.9873908162117004, 0.012609165161848068]",0.0026,
9121,1,49.82%,89.05%,0.0139,"[0.02591528370976448, 0.9740846753120422]",0.0139,
9122,1,49.83%,89.05%,0.0119,"[0.007299643475562334, 0.9927003979682922]",0.0119,
9123,1,49.84%,89.05%,0.0175,"[0.008745730854570866, 0.9912542700767517]",0.0175,
9124,0,49.83%,89.05%,0,"[0.9999642372131348, 3.5728749935515225e-05]",0,
9125,0,49.82%,89.05%,0.0002,"[0.9992786049842834, 0.0007213853532448411]",0.0002,
9126,0,49.82%,89.05%,0.0001,"[0.9998946189880371, 0.0001053145169862546]",0.0001,
9127,0,49.81%,89.06%,0.0002,"[0.9899020195007324, 0.010097908787429333]",0.0002,
9128,0,49.81%,89.06%,0.0002,"[0.9997872710227966, 0.00021268789714667946]",0.0002,
9129,0,49.80%,89.06%,0.0064,"[0.8939279317855835, 0.10607211291790009]",0.0064,
9130,1,49.81%,89.06%,0.012,"[0.02050785720348358, 0.9794921875]",0.012,
9131,1,49.81%,89.06%,0.0165,"[0.012379954569041729, 0.9876201152801514]",0.0165,
9132,1,49.82%,89.06%,0.0069,"[0.007495908532291651, 0.9925041198730469]",0.0069,
9133,1,49.82%,89.06%,0.0077,"[0.005438640713691711, 0.9945613741874695]",0.0077,
9134,0,49.82%,89.06%,0.0287,"[0.9240105152130127, 0.0759894922375679]",0.0287,
9135,0,49.81%,89.07%,0.0003,"[0.9997120499610901, 0.0002878960222005844]",0.0003,
9136,1,49.82%,89.07%,0.0088,"[0.008704481646418571, 0.9912954568862915]",0.0088,
9137,0,49.81%,89.07%,0.0001,"[0.9999407529830933, 5.923966091359034e-05]",0.0001,
9138,1,49.82%,89.07%,0.0163,"[0.00918738916516304, 0.9908125996589661]",0.0163,
9139,0,49.81%,89.06%,4.6039,"[0.010849758051335812, 0.9891502261161804]",4.6039,
9140,1,49.82%,89.06%,0.0082,"[0.006873285863548517, 0.9931267499923706]",0.0082,
9141,0,49.81%,89.06%,0.0003,"[0.9997783303260803, 0.00022164132678881288]",0.0003,
9142,1,49.82%,89.06%,0.0067,"[0.0058976453728973866, 0.9941022992134094]",0.0067,
9143,1,49.83%,89.06%,0.0217,"[0.01556489709764719, 0.9844351410865784]",0.0217,
9144,0,49.82%,89.05%,4.2875,"[0.016029996797442436, 0.9839699864387512]",4.2875,
9145,0,49.81%,89.06%,0.0001,"[0.9999368190765381, 6.318200030364096e-05]",0.0001,
9146,1,49.82%,89.06%,0.0246,"[0.01789279282093048, 0.9821072220802307]",0.0246,
9147,0,49.81%,89.06%,0.002,"[0.9997904896736145, 0.00020951080659870058]",0.002,
9148,1,49.82%,89.06%,0.0172,"[0.02773231454193592, 0.9722676873207092]",0.0172,
9149,0,49.81%,89.06%,0.0004,"[0.9996956586837769, 0.00030431896448135376]",0.0004,
9150,1,49.82%,89.06%,0.0446,"[0.015566334128379822, 0.984433650970459]",0.0446,
9151,0,49.81%,89.05%,3.4626,"[0.02007187344133854, 0.9799281358718872]",3.4626,
9152,0,49.81%,89.05%,0.0005,"[0.9995397329330444, 0.00046027058851905167]",0.0005,
9153,1,49.81%,89.05%,0.034,"[0.042958710342645645, 0.957041323184967]",0.034,
9154,0,49.81%,89.06%,0,"[0.9999455213546753, 5.444069756777026e-05]",0,
9155,1,49.81%,89.06%,0.0347,"[0.04259978234767914, 0.9574002623558044]",0.0347,
9156,0,49.81%,89.06%,0.0001,"[0.999919056892395, 8.099351543933153e-05]",0.0001,
9157,1,49.81%,89.06%,0.0283,"[0.03388124331831932, 0.9661187529563904]",0.0283,
9158,0,49.81%,89.06%,0.0001,"[0.999866247177124, 0.00013376139395404607]",0.0001,
9159,1,49.81%,89.06%,0.0214,"[0.023952143266797066, 0.9760478138923645]",0.0214,
9160,0,49.81%,89.06%,0.0002,"[0.9998084902763367, 0.00019151602464262396]",0.0002,
9161,0,49.80%,89.06%,0.0001,"[0.999901294708252, 9.872082591755316e-05]",0.0001,
9162,1,49.81%,89.06%,0.0182,"[0.03536181524395943, 0.9646381139755249]",0.0182,
9163,1,49.81%,89.07%,0.0603,"[0.0543014332652092, 0.9456985592842102]",0.0603,
9164,0,49.81%,89.07%,0.0001,"[0.9998968839645386, 0.00010312207450624555]",0.0001,
9165,1,49.81%,89.07%,0.0199,"[0.017502939328551292, 0.9824970364570618]",0.0199,
9166,0,49.81%,89.07%,0.0001,"[0.9999489784240723, 5.099315967527218e-05]",0.0001,
9167,0,49.80%,89.07%,0,"[0.9999692440032959, 3.0812832847004756e-05]",0,
9168,1,49.81%,89.07%,0.0528,"[0.046842753887176514, 0.9531572461128235]",0.0528,
9169,1,49.81%,89.07%,0.0396,"[0.033553216606378555, 0.9664467573165894]",0.0396,
9170,0,49.81%,89.07%,0.0003,"[0.999810516834259, 0.00018951203674077988]",0.0003,
9171,1,49.81%,89.08%,0.0538,"[0.045946281403303146, 0.9540536999702454]",0.0538,
9172,1,49.82%,89.08%,0.0173,"[0.022018061950802803, 0.9779819846153259]",0.0173,
9173,1,49.83%,89.08%,0.033,"[0.03249853849411011, 0.9675014615058899]",0.033,
9174,1,49.83%,89.08%,0.0683,"[0.034062642604112625, 0.9659373760223389]",0.0683,
9175,0,49.83%,89.07%,3.2052,"[0.049161605536937714, 0.9508383870124817]",3.2052,
9176,1,49.83%,89.07%,0.0419,"[0.04192019999027252, 0.9580798745155334]",0.0419,
9177,0,49.83%,89.06%,3.1014,"[0.044845808297395706, 0.9551541805267334]",3.1014,
9178,0,49.82%,89.06%,0,"[0.9999486207962036, 5.1327548135304824e-05]",0,
9179,0,49.81%,89.06%,0.0002,"[0.999915361404419, 8.461441757390276e-05]",0.0002,
9180,1,49.82%,89.06%,0.0513,"[0.027036355808377266, 0.9729635715484619]",0.0513,
9181,1,49.83%,89.07%,0.058,"[0.040789540857076645, 0.9592104554176331]",0.058,
9182,0,49.82%,89.07%,0.0001,"[0.9999525547027588, 4.748050560010597e-05]",0.0001,
9183,0,49.81%,89.07%,0,"[0.9999593496322632, 4.0705446735955775e-05]",0,
9184,0,49.81%,89.06%,1.0697,"[0.30519816279411316, 0.6948018670082092]",1.0697,
9185,0,49.80%,89.06%,0,"[0.9999648332595825, 3.5134347854182124e-05]",0,
9186,1,49.81%,89.06%,0.073,"[0.06722266227006912, 0.9327772855758667]",0.073,
9187,0,49.80%,89.06%,0.0001,"[0.9999449253082275, 5.509563197847456e-05]",0.0001,
9188,0,49.80%,89.06%,0.1403,"[0.8904645442962646, 0.10953545570373535]",0.1403,
9189,0,49.79%,89.06%,0,"[0.999971866607666, 2.8167756681796163e-05]",0,
9190,0,49.79%,89.07%,0,"[0.9999681711196899, 3.1838237191550434e-05]",0,
9191,1,49.79%,89.07%,0.131,"[0.10551539063453674, 0.8944845795631409]",0.131,
9192,1,49.80%,89.07%,0.0332,"[0.034107502549886703, 0.965892493724823]",0.0332,
9193,0,49.79%,89.07%,0.0001,"[0.9851456880569458, 0.014854366891086102]",0.0001,
9194,1,49.80%,89.07%,0.0993,"[0.09586748480796814, 0.9041324853897095]",0.0993,
9195,0,49.79%,89.07%,0.0007,"[0.9988095760345459, 0.0011904558632522821]",0.0007,
9196,1,49.80%,89.07%,0.0653,"[0.054590582847595215, 0.94540935754776]",0.0653,
9197,0,49.79%,89.07%,0.0001,"[0.9999489784240723, 5.1064744184259325e-05]",0.0001,
9198,1,49.80%,89.07%,0.0543,"[0.04949386417865753, 0.9505060911178589]",0.0543,
9199,1,49.80%,89.08%,0.1031,"[0.0867212787270546, 0.9132786989212036]",0.1031,
9200,0,49.80%,89.07%,3.0039,"[0.06015797331929207, 0.9398420453071594]",3.0039,
9201,1,49.80%,89.06%,0.5931,"[0.6833309531211853, 0.3166691064834595]",0.5931,
9202,1,49.81%,89.06%,0.0272,"[0.03945406526327133, 0.9605459570884705]",0.0272,
9203,0,49.80%,89.06%,0,"[0.9999691247940063, 3.0897932447260246e-05]",0,
9204,0,49.80%,89.06%,0,"[0.9999552965164185, 4.46951380581595e-05]",0,
9205,0,49.79%,89.06%,0,"[0.9999686479568481, 3.1365070753963664e-05]",0,
9206,1,49.80%,89.06%,0.0632,"[0.05867088586091995, 0.9413290619850159]",0.0632,
9207,1,49.80%,89.06%,0.0741,"[0.12560658156871796, 0.8743934631347656]",0.0741,
9208,0,49.80%,89.07%,0,"[0.9999492168426514, 5.072630301583558e-05]",0,
9209,0,49.79%,89.07%,0.0001,"[0.9999662637710571, 3.370246122358367e-05]",0.0001,
9210,0,49.79%,89.07%,0.004,"[0.9997149109840393, 0.00028504710644483566]",0.004,
9211,1,49.79%,89.07%,0.0341,"[0.05038852244615555, 0.9496115446090698]",0.0341,
9212,1,49.80%,89.07%,0.0353,"[0.037548232823610306, 0.9624517560005188]",0.0353,
9213,1,49.80%,89.07%,0.0276,"[0.032737310975790024, 0.9672626852989197]",0.0276,
9214,0,49.80%,89.07%,0.0001,"[0.9999500513076782, 4.9934857088373974e-05]",0.0001,
9215,1,49.80%,89.07%,0.013,"[0.01296973880380392, 0.9870302081108093]",0.013,
9216,1,49.81%,89.07%,0.0274,"[0.03105226531624794, 0.9689477682113647]",0.0274,
9217,1,49.82%,89.08%,0.0484,"[0.03780548274517059, 0.9621945023536682]",0.0484,
9218,1,49.82%,89.08%,0.0128,"[0.016618235036730766, 0.9833817481994629]",0.0128,
9219,0,49.82%,89.08%,0.0001,"[0.9999063014984131, 9.363876597490162e-05]",0.0001,
9220,0,49.81%,89.08%,0.0001,"[0.9999449253082275, 5.512684947461821e-05]",0.0001,
9221,1,49.82%,89.08%,0.0204,"[0.02312154322862625, 0.9768784642219543]",0.0204,
9222,1,49.82%,89.08%,0.0163,"[0.01273756381124258, 0.9872624278068542]",0.0163,
9223,1,49.83%,89.08%,0.0089,"[0.014601433649659157, 0.985398530960083]",0.0089,
9224,1,49.83%,89.08%,0.0088,"[0.008059894666075706, 0.9919400811195374]",0.0088,
9225,0,49.83%,89.07%,2.5605,"[0.07815635949373245, 0.9218437075614929]",2.5605,
9226,1,49.83%,89.08%,0.0198,"[0.0158073790371418, 0.9841926097869873]",0.0198,
9227,1,49.84%,89.08%,0.014,"[0.01783156767487526, 0.9821683764457703]",0.014,
9228,1,49.84%,89.08%,0.0198,"[0.030809061601758003, 0.9691908955574036]",0.0198,
9229,1,49.85%,89.08%,0.0125,"[0.014941554516553879, 0.9850584268569946]",0.0125,
9230,1,49.85%,89.08%,0.0094,"[0.015587136149406433, 0.9844128489494324]",0.0094,
9231,1,49.86%,89.08%,0.0137,"[0.01221535075455904, 0.9877846240997314]",0.0137,
9232,0,49.85%,89.08%,0,"[0.9999592304229736, 4.07779443776235e-05]",0,
9233,0,49.85%,89.08%,0,"[0.9999567270278931, 4.324317706050351e-05]",0,
9234,0,49.84%,89.09%,0.0001,"[0.9999488592147827, 5.113905717735179e-05]",0.0001,
9235,1,49.85%,89.09%,0.0231,"[0.01895020715892315, 0.9810498356819153]",0.0231,
9236,1,49.85%,89.09%,0.0124,"[0.013266506604850292, 0.9867334961891174]",0.0124,
9237,1,49.86%,89.09%,0.0188,"[0.019567394629120827, 0.9804326295852661]",0.0188,
9238,0,49.85%,89.08%,3.7153,"[0.022060584276914597, 0.9779394268989563]",3.7153,
9239,1,49.86%,89.08%,0.0259,"[0.03246927633881569, 0.9675306677818298]",0.0259,
9240,0,49.85%,89.08%,0.0001,"[0.999914288520813, 8.574745879741386e-05]",0.0001,
9241,1,49.86%,89.08%,0.0148,"[0.01721706986427307, 0.9827829599380493]",0.0148,
9242,0,49.85%,89.08%,0.0001,"[0.9999523162841797, 4.7736335545778275e-05]",0.0001,
9243,0,49.85%,89.08%,0,"[0.9999369382858276, 6.30228387308307e-05]",0,
9244,1,49.85%,89.09%,0.0244,"[0.01830614171922207, 0.9816938042640686]",0.0244,
9245,1,49.86%,89.09%,0.0112,"[0.013364789076149464, 0.986635148525238]",0.0112,
9246,0,49.85%,89.09%,0.0002,"[0.9993019104003906, 0.0006981223123148084]",0.0002,
9247,0,49.85%,89.09%,0,"[0.9999644756317139, 3.5481021768646315e-05]",0,
9248,0,49.84%,89.09%,0,"[0.9999439716339111, 5.599641735898331e-05]",0,
9249,1,49.85%,89.09%,0.012,"[0.011827769689261913, 0.9881722331047058]",0.012,
9250,1,49.85%,89.09%,0.0426,"[0.03743952512741089, 0.9625605344772339]",0.0426,
9251,1,49.86%,89.09%,0.0261,"[0.03074512630701065, 0.9692548513412476]",0.0261,
9252,1,49.86%,89.10%,0.0173,"[0.015522385947406292, 0.9844776391983032]",0.0173,
9253,1,49.87%,89.10%,0.023,"[0.021046757698059082, 0.9789532423019409]",0.023,
9254,0,49.86%,89.10%,0.0001,"[0.9997431635856628, 0.0002568479685578495]",0.0001,
9255,1,49.87%,89.10%,0.0232,"[0.020697541534900665, 0.9793024659156799]",0.0232,
9256,0,49.86%,89.10%,0,"[0.9999644756317139, 3.555174407665618e-05]",0,
9257,1,49.87%,89.10%,0.0173,"[0.01876128651201725, 0.9812387228012085]",0.0173,
9258,0,49.86%,89.10%,0,"[0.9999713897705078, 2.863173904188443e-05]",0,
9259,1,49.87%,89.10%,0.0144,"[0.017817175015807152, 0.9821828007698059]",0.0144,
9260,1,49.88%,89.10%,0.015,"[0.027589477598667145, 0.9724105000495911]",0.015,
9261,0,49.87%,89.10%,3.828,"[0.026441335678100586, 0.9735586643218994]",3.828,
9262,1,49.88%,89.10%,0.0117,"[0.011466791853308678, 0.9885332584381104]",0.0117,
9263,1,49.88%,89.10%,0.0141,"[0.015292827971279621, 0.9847071766853333]",0.0141,
9264,1,49.89%,89.10%,0.0119,"[0.011386791244149208, 0.9886131286621094]",0.0119,
9265,0,49.88%,89.10%,0,"[0.9999591112136841, 4.090468064532615e-05]",0,
9266,0,49.88%,89.10%,0.0012,"[0.999824583530426, 0.00017542245041113347]",0.0012,
9267,1,49.88%,89.10%,0.0589,"[0.05033806711435318, 0.9496619701385498]",0.0589,
9268,0,49.88%,89.10%,0.0001,"[0.9998477697372437, 0.00015222231741063297]",0.0001,
9269,0,49.87%,89.10%,0,"[0.999920129776001, 7.991757593117654e-05]",0,
9270,1,49.88%,89.11%,0.0164,"[0.016951022669672966, 0.9830490350723267]",0.0164,
9271,0,49.87%,89.10%,3.5151,"[0.03910522907972336, 0.9608947038650513]",3.5151,
9272,1,49.88%,89.10%,0.015,"[0.016545237973332405, 0.9834548234939575]",0.015,
9273,1,49.88%,89.10%,0.0181,"[0.01971496269106865, 0.9802850484848022]",0.0181,
9274,1,49.89%,89.10%,0.0198,"[0.014541632495820522, 0.9854583740234375]",0.0198,
9275,0,49.88%,89.10%,0.0001,"[0.9997416138648987, 0.0002583564491942525]",0.0001,
9276,1,49.89%,89.10%,0.0371,"[0.035366084426641464, 0.9646339416503906]",0.0371,
9277,1,49.89%,89.10%,0.0239,"[0.019988056272268295, 0.9800119400024414]",0.0239,
9278,0,49.89%,89.09%,3.3095,"[0.03001544624567032, 0.9699845910072327]",3.3095,
9279,1,49.89%,89.09%,0.013,"[0.02577090449631214, 0.9742290377616882]",0.013,
9280,0,49.89%,89.10%,0,"[0.9999635219573975, 3.6528737837215886e-05]",0,
9281,1,49.89%,89.10%,0.1092,"[0.10667368024587631, 0.8933262825012207]",0.1092,
9282,1,49.90%,89.10%,0.0446,"[0.013029690831899643, 0.9869703054428101]",0.0446,
9283,1,49.90%,89.10%,0.0312,"[0.033139269798994064, 0.9668606519699097]",0.0312,
9284,1,49.91%,89.10%,0.0709,"[0.056315723806619644, 0.9436842799186707]",0.0709,
9285,0,49.90%,89.10%,0,"[0.9999709129333496, 2.911307819886133e-05]",0,
9286,1,49.91%,89.10%,0.0929,"[0.10635212808847427, 0.8936478495597839]",0.0929,
9287,1,49.91%,89.10%,0.0235,"[0.015242265537381172, 0.9847577810287476]",0.0235,
9288,1,49.92%,89.11%,0.0112,"[0.014281807467341423, 0.9857182502746582]",0.0112,
9289,0,49.91%,89.11%,0,"[0.9999754428863525, 2.4522234525647946e-05]",0,
9290,0,49.91%,89.11%,0.0001,"[0.9999067783355713, 9.317950753029436e-05]",0.0001,
9291,0,49.90%,89.10%,3.7423,"[0.018612556159496307, 0.9813873767852783]",3.7423,
9292,1,49.91%,89.10%,0.0252,"[0.028917280957102776, 0.9710827469825745]",0.0252,
9293,1,49.91%,89.10%,0.0603,"[0.0541236437857151, 0.94587641954422]",0.0603,
9294,1,49.92%,89.10%,0.0179,"[0.020437320694327354, 0.9795626401901245]",0.0179,
9295,1,49.92%,89.10%,0.0243,"[0.04034488648176193, 0.9596551060676575]",0.0243,
9296,0,49.92%,89.10%,0,"[0.9999604225158691, 3.954925341531634e-05]",0,
9297,0,49.91%,89.11%,0.0002,"[0.9998561143875122, 0.00014385051326826215]",0.0002,
9298,1,49.92%,89.11%,0.0335,"[0.03085913322865963, 0.9691408276557922]",0.0335,
9299,0,49.91%,89.11%,0.002,"[0.9990953207015991, 0.0009046639315783978]",0.002,
9300,0,49.91%,89.11%,0.0002,"[0.9997808337211609, 0.00021922873565927148]",0.0002,
9301,0,49.90%,89.11%,0.0001,"[0.9999210834503174, 7.885464583523571e-05]",0.0001,
9302,1,49.91%,89.11%,0.0301,"[0.03004808910191059, 0.9699519276618958]",0.0301,
9303,0,49.90%,89.11%,0.0001,"[0.9999432563781738, 5.6793633120832965e-05]",0.0001,
9304,0,49.90%,89.11%,0,"[0.9999771118164062, 2.28688950301148e-05]",0,
9305,1,49.90%,89.11%,0.0353,"[0.023459522053599358, 0.9765405058860779]",0.0353,
9306,1,49.91%,89.12%,0.0477,"[0.03415340557694435, 0.9658466577529907]",0.0477,
9307,1,49.91%,89.12%,0.0408,"[0.03190634399652481, 0.9680936336517334]",0.0408,
9308,0,49.91%,89.12%,0,"[0.9999655485153198, 3.449248833931051e-05]",0,
9309,1,49.91%,89.12%,0.012,"[0.019873175770044327, 0.9801268577575684]",0.012,
9310,1,49.92%,89.12%,0.0284,"[0.02742921933531761, 0.9725708365440369]",0.0284,
9311,1,49.92%,89.12%,0.0125,"[0.010246590711176395, 0.9897534847259521]",0.0125,
9312,1,49.93%,89.12%,0.0226,"[0.03957772254943848, 0.9604223370552063]",0.0226,
9313,0,49.92%,89.12%,0,"[0.999958872795105, 4.1139010136248544e-05]",0,
9314,0,49.92%,89.11%,3.8762,"[0.018472256138920784, 0.9815277457237244]",3.8762,
9315,0,49.91%,89.12%,0.0001,"[0.9999701976776123, 2.9776321753161028e-05]",0.0001,
9316,1,49.92%,89.12%,0.0321,"[0.024281667545437813, 0.9757183790206909]",0.0321,
9317,0,49.91%,89.11%,3.6231,"[0.03293867036700249, 0.9670613408088684]",3.6231,
9318,0,49.91%,89.11%,0,"[0.9999687671661377, 3.125552029814571e-05]",0,
9319,1,49.91%,89.11%,0.0856,"[0.18457156419754028, 0.8154283761978149]",0.0856,
9320,0,49.91%,89.11%,0,"[0.9999692440032959, 3.074743290198967e-05]",0,
9321,0,49.90%,89.11%,0,"[0.9999619722366333, 3.7983747461112216e-05]",0,
9322,1,49.91%,89.11%,0.0408,"[0.029821518808603287, 0.9701784253120422]",0.0408,
9323,0,49.90%,89.11%,0,"[0.9999630451202393, 3.7012498069088906e-05]",0,
9324,0,49.90%,89.12%,0.0001,"[0.9999301433563232, 6.980829493841156e-05]",0.0001,
9325,0,49.89%,89.12%,0,"[0.9999560117721558, 4.398583041620441e-05]",0,
9326,0,49.89%,89.12%,0,"[0.9999693632125854, 3.0688381229992956e-05]",0,
9327,1,49.89%,89.12%,0.0387,"[0.06784948706626892, 0.9321505427360535]",0.0387,
9328,0,49.89%,89.11%,1.9918,"[0.16571232676506042, 0.8342876434326172]",1.9918,
9329,1,49.89%,89.11%,0.0154,"[0.019176846370100975, 0.9808231592178345]",0.0154,
9330,0,49.89%,89.11%,0.0001,"[0.9999128580093384, 8.712681301403791e-05]",0.0001,
9331,1,49.89%,89.11%,0.0494,"[0.05362434685230255, 0.9463757276535034]",0.0494,
9332,1,49.90%,89.11%,0.0489,"[0.05699644237756729, 0.9430035948753357]",0.0489,
9333,0,49.89%,89.12%,0.0001,"[0.9998728036880493, 0.00012720425729639828]",0.0001,
9334,0,49.89%,89.12%,0,"[0.9999476671218872, 5.2359013352543116e-05]",0,
9335,1,49.89%,89.12%,0.0412,"[0.041855182498693466, 0.9581448435783386]",0.0412,
9336,1,49.90%,89.12%,0.0536,"[0.0686994343996048, 0.9313005805015564]",0.0536,
9337,0,49.89%,89.12%,0,"[0.9999097585678101, 9.02137762750499e-05]",0,
9338,0,49.89%,89.11%,2.0493,"[0.14387419819831848, 0.8561257719993591]",2.0493,
9339,1,49.89%,89.11%,0.0785,"[0.05951693281531334, 0.9404830932617188]",0.0785,
9340,1,49.90%,89.11%,0.04,"[0.04772733151912689, 0.9522726535797119]",0.04,
9341,0,49.89%,89.11%,0.0001,"[0.9999412298202515, 5.878344745724462e-05]",0.0001,
9342,1,49.90%,89.11%,0.0237,"[0.03280610218644142, 0.9671939015388489]",0.0237,
9343,1,49.90%,89.12%,0.0507,"[0.05593091994524002, 0.9440690875053406]",0.0507,
9344,0,49.90%,89.12%,0,"[0.9999642372131348, 3.579798431019299e-05]",0,
9345,0,49.89%,89.11%,3.1172,"[0.03530902415513992, 0.9646909236907959]",3.1172,
9346,0,49.89%,89.10%,2.7428,"[0.05622022598981857, 0.9437797665596008]",2.7428,
9347,1,49.89%,89.10%,0.2739,"[0.1836918443441391, 0.8163081407546997]",0.2739,
9348,0,49.89%,89.09%,2.9672,"[0.05056938901543617, 0.9494306445121765]",2.9672,
9349,0,49.88%,89.09%,0,"[0.9999808073043823, 1.9227827579015866e-05]",0,
9350,1,49.89%,89.09%,0.093,"[0.09326320886611938, 0.9067367315292358]",0.093,
9351,1,49.89%,89.09%,0.0282,"[0.033641133457422256, 0.9663589000701904]",0.0282,
9352,1,49.90%,89.09%,0.1487,"[0.14206670224666595, 0.8579333424568176]",0.1487,
9353,0,49.89%,89.08%,2.3042,"[0.06711000204086304, 0.9328899383544922]",2.3042,
9354,0,49.89%,89.09%,0,"[0.9999674558639526, 3.250123336329125e-05]",0,
9355,0,49.88%,89.09%,0,"[0.9999663829803467, 3.357075183885172e-05]",0,
9356,1,49.89%,89.09%,0.2608,"[0.18088553845882416, 0.8191145062446594]",0.2608,
9357,0,49.88%,89.09%,0,"[0.9999350309371948, 6.498837319668382e-05]",0,
9358,0,49.88%,89.08%,1.9084,"[0.11880535632371902, 0.8811946511268616]",1.9084,
9359,0,49.87%,89.08%,0,"[0.9999785423278809, 2.1418540200102143e-05]",0,
9360,1,49.88%,89.08%,0.0816,"[0.09077572822570801, 0.9092243313789368]",0.0816,
9361,0,49.87%,89.08%,0.0001,"[0.9999200105667114, 7.996666681719944e-05]",0.0001,
9362,1,49.88%,89.08%,0.0947,"[0.0883779525756836, 0.9116219878196716]",0.0947,
9363,0,49.87%,89.09%,0.0001,"[0.9997854828834534, 0.0002145746984751895]",0.0001,
9364,0,49.87%,89.09%,0.0001,"[0.999948263168335, 5.1692171837203205e-05]",0.0001,
9365,1,49.87%,89.09%,0.0991,"[0.0784931555390358, 0.9215068817138672]",0.0991,
9366,1,49.88%,89.09%,0.0925,"[0.06138334050774574, 0.9386166930198669]",0.0925,
9367,0,49.87%,89.09%,0.0013,"[0.9772676825523376, 0.022732289507985115]",0.0013,
9368,1,49.88%,89.09%,0.1281,"[0.21000130474567413, 0.7899986505508423]",0.1281,
9369,0,49.87%,89.09%,0,"[0.9999681711196899, 3.186980029568076e-05]",0,
9370,0,49.87%,89.09%,0.0001,"[0.9999226331710815, 7.741406443528831e-05]",0.0001,
9371,0,49.86%,89.10%,0,"[0.9999752044677734, 2.4757635401329026e-05]",0,
9372,1,49.87%,89.10%,0.0514,"[0.053240880370140076, 0.9467591643333435]",0.0514,
9373,1,49.87%,89.10%,0.0381,"[0.0343780592083931, 0.9656219482421875]",0.0381,
9374,0,49.87%,89.10%,0,"[0.9999755620956421, 2.440414209559094e-05]",0,
9375,0,49.86%,89.10%,0,"[0.9999747276306152, 2.5289515178883448e-05]",0,
9376,1,49.87%,89.10%,0.1019,"[0.08290035277605057, 0.91709965467453]",0.1019,
9377,1,49.87%,89.10%,0.1585,"[0.15124057233333588, 0.8487594723701477]",0.1585,
9378,1,49.88%,89.10%,0.0523,"[0.028239678591489792, 0.9717602729797363]",0.0523,
