round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
8757,0,49.68%,89.06%,0.0071,"[0.9929025769233704, 0.0070973956026136875]"
8758,1,49.69%,89.06%,0.0959,"[0.09143710136413574, 0.908562958240509]"
8759,1,49.69%,89.06%,0.089,"[0.08624529838562012, 0.9137547016143799]"
8760,0,49.69%,89.07%,0.0073,"[0.9927309155464172, 0.007269037421792746]"
8761,1,49.69%,89.07%,0.0873,"[0.08315566927194595, 0.9168442487716675]"
8762,1,49.70%,89.07%,0.0923,"[0.08658373355865479, 0.91341632604599]"
8763,1,49.70%,89.07%,0.0862,"[0.08306124061346054, 0.9169387817382812]"
8764,0,49.70%,89.07%,0.1303,"[0.9702945947647095, 0.029705455526709557]"
8765,1,49.70%,89.07%,0.0878,"[0.08418803662061691, 0.9158120155334473]"
8766,1,49.71%,89.07%,0.0912,"[0.08943156898021698, 0.9105684161186218]"
8767,1,49.71%,89.07%,0.0915,"[0.08688013255596161, 0.913119912147522]"
8768,0,49.71%,89.08%,0.0071,"[0.9929526448249817, 0.007047335617244244]"
8769,1,49.71%,89.08%,0.0899,"[0.08619599044322968, 0.9138039946556091]"
8770,0,49.71%,89.08%,0.0079,"[0.9921271800994873, 0.007872809655964375]"
8771,0,49.70%,89.08%,0.007,"[0.9929929971694946, 0.007006982807070017]"
8772,1,49.71%,89.08%,0.0858,"[0.0819363221526146, 0.9180637001991272]"
8773,0,49.70%,89.08%,0.009,"[0.9909486174583435, 0.00905140582472086]"
8774,0,49.70%,89.08%,0.014,"[0.9811867475509644, 0.018813200294971466]"
8775,0,49.69%,89.08%,0.007,"[0.9930101037025452, 0.006989843677729368]"
8776,0,49.69%,89.09%,0.3796,"[0.6414958834648132, 0.3585040867328644]"
8777,0,49.68%,89.09%,0.008,"[0.9920097589492798, 0.007990292273461819]"
8778,0,49.68%,89.08%,2.5152,"[0.08090955764055252, 0.9190903902053833]"
8779,0,49.67%,89.07%,2.5074,"[0.08289889246225357, 0.9171010851860046]"
8780,1,49.68%,89.07%,0.0869,"[0.08362051844596863, 0.916379451751709]"
8781,0,49.67%,89.06%,2.2394,"[0.12348073720932007, 0.8765192031860352]"
8782,1,49.68%,89.06%,0.0886,"[0.08832180500030518, 0.9116781949996948]"
8783,0,49.67%,89.06%,0.4477,"[0.9866144061088562, 0.013385599479079247]"
8784,1,49.68%,89.06%,0.0939,"[0.08981093019247055, 0.9101890325546265]"
8785,0,49.67%,89.06%,0.0071,"[0.9929403066635132, 0.007059652358293533]"
8786,1,49.68%,89.06%,0.0922,"[0.08844469487667084, 0.9115553498268127]"
8787,1,49.68%,89.06%,0.1061,"[0.09792570024728775, 0.9020742774009705]"
8788,1,49.69%,89.07%,0.0939,"[0.08879385888576508, 0.9112061262130737]"
8789,0,49.68%,89.07%,0.0072,"[0.992800235748291, 0.007199715822935104]"
8790,1,49.69%,89.07%,0.1003,"[0.09542524814605713, 0.9045746922492981]"
8791,0,49.68%,89.07%,0.0072,"[0.9928489923477173, 0.007151052355766296]"
8792,1,49.69%,89.07%,0.0949,"[0.0900324285030365, 0.9099676012992859]"
8793,0,49.68%,89.07%,0.0072,"[0.9927738904953003, 0.007226034998893738]"
8794,0,49.68%,89.07%,0.0081,"[0.992233395576477, 0.007766559720039368]"
8795,0,49.67%,89.07%,0.0075,"[0.992576003074646, 0.007424010895192623]"
8796,0,49.66%,89.08%,0.0084,"[0.9916447997093201, 0.008355245925486088]"
8797,1,49.67%,89.08%,0.0962,"[0.0905953124165535, 0.9094046950340271]"
8798,0,49.66%,89.08%,0.0071,"[0.9929008483886719, 0.0070991977117955685]"
8799,1,49.67%,89.08%,0.0935,"[0.08963128924369812, 0.9103687405586243]"
8800,0,49.66%,89.07%,1.9524,"[0.17117244005203247, 0.8288275003433228]"
8801,1,49.67%,89.07%,0.1021,"[0.09656126797199249, 0.9034386873245239]"
8802,1,49.68%,89.07%,0.0979,"[0.09412745386362076, 0.9058725237846375]"
8803,1,49.68%,89.07%,0.112,"[0.1062765046954155, 0.8937234282493591]"
8804,0,49.68%,89.07%,0.0073,"[0.9926855564117432, 0.007314460817724466]"
8805,1,49.68%,89.08%,0.0995,"[0.09348203241825104, 0.9065179228782654]"
8806,0,49.68%,89.08%,0.0077,"[0.992405354976654, 0.007594615686684847]"
8807,0,49.67%,89.08%,0.0088,"[0.9910077452659607, 0.008992267772555351]"
8808,1,49.68%,89.08%,0.1878,"[0.367456316947937, 0.632543683052063]"
8809,1,49.68%,89.08%,0.1325,"[0.12020692974328995, 0.879793107509613]"
8810,1,49.69%,89.08%,0.0994,"[0.09564276039600372, 0.9043572545051575]"
8811,1,49.69%,89.08%,0.1579,"[0.1397094577550888, 0.86029052734375]"
8812,1,49.70%,89.08%,0.1465,"[0.1319216787815094, 0.8680782914161682]"
8813,1,49.71%,89.09%,0.1218,"[0.10245106369256973, 0.8975489139556885]"
8814,0,49.70%,89.09%,0.0072,"[0.9927845001220703, 0.007215555291622877]"
8815,0,49.69%,89.09%,0.0072,"[0.9928211569786072, 0.007178842555731535]"
8816,0,49.69%,89.09%,0.0073,"[0.9926982522010803, 0.007301737554371357]"
8817,0,49.68%,89.09%,0.0071,"[0.9928602576255798, 0.007139705121517181]"
8818,0,49.68%,89.09%,0.0072,"[0.9928023219108582, 0.007197602652013302]"
8819,1,49.68%,89.09%,0.0995,"[0.09340859949588776, 0.9065914154052734]"
8820,1,49.69%,89.09%,0.0902,"[0.08587431907653809, 0.9141256809234619]"
8821,1,49.69%,89.10%,0.101,"[0.09466490894556046, 0.9053351283073425]"
8822,1,49.70%,89.10%,0.0942,"[0.09833620488643646, 0.9016637802124023]"
8823,0,49.69%,89.10%,0.0074,"[0.9926804900169373, 0.007319468539208174]"
8824,1,49.70%,89.10%,0.0921,"[0.09048186987638474, 0.9095181822776794]"
8825,0,49.69%,89.10%,0.0168,"[0.9875703454017639, 0.012429636903107166]"
8826,0,49.69%,89.10%,0.0076,"[0.9922773838043213, 0.007722555194050074]"
8827,1,49.69%,89.10%,0.0908,"[0.08883142471313477, 0.9111685752868652]"
8828,1,49.70%,89.10%,0.0857,"[0.08278178423643112, 0.9172182083129883]"
8829,0,49.69%,89.11%,0.0076,"[0.9924036264419556, 0.007596384268254042]"
8830,0,49.69%,89.11%,0.0092,"[0.9911330342292786, 0.008867012336850166]"
8831,0,49.68%,89.11%,0.0108,"[0.9531568884849548, 0.04684310778975487]"
8832,1,49.69%,89.11%,0.0888,"[0.08422178775072098, 0.9157782196998596]"
8833,0,49.68%,89.11%,0.0122,"[0.9885089993476868, 0.011491031385958195]"
8834,0,49.68%,89.11%,0.0069,"[0.9930746555328369, 0.0069253770634531975]"
8835,0,49.67%,89.11%,0.0071,"[0.992938756942749, 0.0070611597038805485]"
8836,0,49.67%,89.10%,2.0904,"[0.11646701395511627, 0.8835329413414001]"
8837,0,49.66%,89.10%,0.0085,"[0.991549015045166, 0.008451007306575775]"
8838,0,49.65%,89.11%,0.0071,"[0.9929412603378296, 0.0070587703958153725]"
8839,1,49.66%,89.11%,0.0843,"[0.0809694156050682, 0.9190306067466736]"
8840,0,49.66%,89.11%,0.0069,"[0.9931063055992126, 0.0068937139585614204]"
8841,1,49.66%,89.11%,0.0851,"[0.08147753775119781, 0.9185224175453186]"
8842,0,49.66%,89.11%,0.0071,"[0.9929486513137817, 0.007051378022879362]"
8843,1,49.66%,89.11%,0.0892,"[0.08576785027980804, 0.9142321348190308]"
8844,1,49.67%,89.11%,0.0917,"[0.08907710015773773, 0.9109228849411011]"
8845,1,49.67%,89.11%,0.0922,"[0.08907787501811981, 0.910922110080719]"
8846,1,49.68%,89.11%,0.0946,"[0.09197868406772614, 0.9080213308334351]"
8847,0,49.67%,89.12%,0.0076,"[0.9924778938293457, 0.007522099185734987]"
8848,0,49.67%,89.12%,0.007,"[0.9929874539375305, 0.0070125022903084755]"
8849,1,49.67%,89.12%,0.0904,"[0.08688147366046906, 0.9131185412406921]"
8850,1,49.68%,89.12%,0.0956,"[0.08848582953214645, 0.9115141034126282]"
8851,0,49.67%,89.12%,0.0118,"[0.9913689494132996, 0.008631021715700626]"
8852,1,49.68%,89.12%,0.0851,"[0.08155886083841324, 0.9184411764144897]"
8853,1,49.68%,89.12%,0.0918,"[0.08678507804870605, 0.913214921951294]"
8854,0,49.68%,89.12%,0.0069,"[0.9931671023368835, 0.006832951679825783]"
8855,1,49.68%,89.13%,0.0891,"[0.0875546932220459, 0.9124453067779541]"
8856,1,49.69%,89.13%,0.0944,"[0.09230905771255493, 0.9076908826828003]"
8857,0,49.68%,89.12%,2.4457,"[0.08649137616157532, 0.9135085940361023]"
8858,0,49.68%,89.12%,0.0069,"[0.9931748509407043, 0.006825150456279516]"
8859,1,49.68%,89.12%,0.0846,"[0.08125194162130356, 0.9187480807304382]"
8860,1,49.69%,89.11%,1.8062,"[0.5138612985610962, 0.4861387610435486]"
8861,1,49.70%,89.11%,0.0931,"[0.08742392808198929, 0.9125760197639465]"
8862,0,49.69%,89.11%,0.0069,"[0.9931208491325378, 0.006879146676510572]"
8863,1,49.70%,89.11%,0.0918,"[0.08969683200120926, 0.9103032350540161]"
8864,1,49.70%,89.11%,0.0855,"[0.08180894702672958, 0.9181910157203674]"
8865,0,49.70%,89.12%,0.007,"[0.9929646253585815, 0.0070353602059185505]"
8866,0,49.69%,89.12%,0.0069,"[0.9930798411369324, 0.006920204032212496]"
8867,1,49.70%,89.12%,0.0976,"[0.08826213330030441, 0.9117377996444702]"
8868,1,49.70%,89.12%,0.0907,"[0.08924590796232224, 0.9107540845870972]"
8869,0,49.70%,89.12%,0.3294,"[0.63127601146698, 0.36872398853302]"
8870,1,49.70%,89.12%,0.0851,"[0.08142740279436111, 0.9185726046562195]"
8871,0,49.70%,89.12%,0.007,"[0.9930226802825928, 0.0069772712886333466]"
8872,1,49.70%,89.12%,0.09,"[0.08507930487394333, 0.9149207472801208]"
8873,0,49.70%,89.13%,0.0072,"[0.9928461909294128, 0.007153849117457867]"
8874,1,49.70%,89.13%,0.0839,"[0.08060572296380997, 0.919394314289093]"
8875,1,49.71%,89.13%,0.0924,"[0.08455042541027069, 0.9154496192932129]"
8876,1,49.71%,89.13%,0.0875,"[0.08662118762731552, 0.9133788347244263]"
8877,0,49.71%,89.13%,0.0069,"[0.9930779337882996, 0.0069220950827002525]"
8878,1,49.71%,89.13%,0.0876,"[0.08542389422655106, 0.9145761132240295]"
8879,1,49.72%,89.13%,0.0884,"[0.08360616117715836, 0.9163938760757446]"
8880,0,49.71%,89.13%,0.0071,"[0.9929426908493042, 0.007057292852550745]"
8881,0,49.71%,89.14%,0.0079,"[0.9922194480895996, 0.007780617568641901]"
8882,1,49.71%,89.14%,0.0904,"[0.08751266449689865, 0.9124873280525208]"
8883,1,49.72%,89.14%,0.0837,"[0.08014252781867981, 0.9198574423789978]"
8884,1,49.72%,89.14%,0.0889,"[0.08368536084890366, 0.9163146615028381]"
8885,1,49.73%,89.14%,0.0974,"[0.09382490068674088, 0.9061751365661621]"
8886,0,49.72%,89.14%,0.0072,"[0.9928401708602905, 0.007159845903515816]"
8887,1,49.73%,89.14%,0.0827,"[0.0793113112449646, 0.9206886887550354]"
8888,0,49.72%,89.14%,0.007,"[0.9930671453475952, 0.006932848133146763]"
8889,1,49.73%,89.15%,0.0819,"[0.07859796285629272, 0.9214020371437073]"
8890,1,49.74%,89.15%,0.0873,"[0.08288727700710297, 0.9171127080917358]"
8891,0,49.73%,89.15%,0.0233,"[0.9599265456199646, 0.040073491632938385]"
8892,1,49.74%,89.15%,0.0907,"[0.08820357918739319, 0.9117963910102844]"
8893,1,49.74%,89.15%,0.0883,"[0.08351384848356247, 0.9164861440658569]"
8894,1,49.75%,89.15%,0.0849,"[0.0827629417181015, 0.9172370433807373]"
8895,0,49.74%,89.14%,2.4632,"[0.08498504012823105, 0.915014922618866]"
8896,1,49.75%,89.14%,0.0895,"[0.08748210966587067, 0.9125178456306458]"
8897,0,49.74%,89.14%,0.0069,"[0.9931690692901611, 0.00683090602979064]"
8898,1,49.75%,89.14%,0.0873,"[0.0825202539563179, 0.9174797534942627]"
8899,0,49.74%,89.13%,2.0943,"[0.11345310509204865, 0.8865469098091125]"
8900,0,49.74%,89.14%,0.0069,"[0.9931607246398926, 0.006839309819042683]"
8901,0,49.73%,89.13%,2.4009,"[0.08833122998476028, 0.9116687774658203]"
8902,1,49.74%,89.13%,0.0825,"[0.0790463238954544, 0.9209536910057068]"
8903,0,49.73%,89.12%,2.4056,"[0.08982459455728531, 0.9101753830909729]"
8904,0,49.72%,89.12%,0.0069,"[0.9931535720825195, 0.006846478208899498]"
8905,0,49.72%,89.12%,0.0069,"[0.9931193590164185, 0.006880606058984995]"
8906,1,49.72%,89.12%,0.1125,"[0.10287954658269882, 0.8971204161643982]"
8907,0,49.72%,89.12%,0.0069,"[0.9930785298347473, 0.006921508349478245]"
8908,1,49.72%,89.12%,0.0903,"[0.08687137812376022, 0.913128674030304]"
8909,1,49.73%,89.12%,0.0925,"[0.08897678554058075, 0.9110231995582581]"
8910,0,49.73%,89.13%,0.0481,"[0.9603573083877563, 0.03964263200759888]"
8911,0,49.72%,89.13%,0.007,"[0.9930616021156311, 0.006938401609659195]"
8912,0,49.71%,89.13%,0.007,"[0.9930433034896851, 0.0069566830061376095]"
8913,0,49.71%,89.13%,0.0076,"[0.9924758076667786, 0.007524170912802219]"
8914,0,49.70%,89.13%,0.007,"[0.9930033087730408, 0.0069966851733624935]"
8915,1,49.71%,89.13%,0.0988,"[0.09421852976083755, 0.9057814478874207]"
8916,0,49.70%,89.13%,0.007,"[0.9930110573768616, 0.006988914217799902]"
8917,0,49.70%,89.12%,2.0122,"[0.1474195271730423, 0.8525805473327637]"
8918,0,49.69%,89.12%,0.007,"[0.9929928779602051, 0.007007139269262552]"
8919,1,49.70%,89.13%,0.1086,"[0.10448615998029709, 0.8955138921737671]"
8920,0,49.69%,89.13%,0.007,"[0.9930086135864258, 0.0069913663901388645]"
8921,1,49.70%,89.13%,0.1106,"[0.10695117712020874, 0.893048882484436]"
8922,0,49.69%,89.13%,0.0071,"[0.9929678440093994, 0.007032180204987526]"
8923,1,49.70%,89.13%,0.2726,"[0.2046690434217453, 0.7953310012817383]"
8924,1,49.70%,89.13%,0.1331,"[0.13340385258197784, 0.8665961027145386]"
8925,1,49.71%,89.13%,0.3361,"[0.28824299573898315, 0.7117569446563721]"
8926,1,49.71%,89.13%,0.1135,"[0.10690082609653473, 0.8930991291999817]"
8927,1,49.72%,89.14%,0.1865,"[0.15693193674087524, 0.8430680632591248]"
8928,0,49.71%,89.13%,1.3279,"[0.2734777629375458, 0.7265222072601318]"
8929,1,49.72%,89.13%,0.2535,"[0.18166513741016388, 0.8183348178863525]"
8930,0,49.71%,89.13%,0.007,"[0.9929932951927185, 0.007006701081991196]"
8931,1,49.72%,89.12%,4.7209,"[0.9912192225456238, 0.008780802600085735]"
8932,0,49.71%,89.11%,1.7545,"[0.1524662971496582, 0.8475337028503418]"
8933,0,49.71%,89.11%,0.0326,"[0.974540650844574, 0.025459405034780502]"
8934,0,49.70%,89.11%,0.0094,"[0.9901115298271179, 0.00988843198865652]"
8935,0,49.70%,89.11%,0.0072,"[0.9928273558616638, 0.007172608748078346]"
8936,0,49.69%,89.11%,0.0073,"[0.9927379488945007, 0.00726201431825757]"
8937,1,49.70%,89.11%,0.1073,"[0.10361205041408539, 0.8963879346847534]"
8938,1,49.70%,89.12%,0.108,"[0.10540490597486496, 0.8945950269699097]"
8939,1,49.71%,89.12%,0.1266,"[0.11554524302482605, 0.8844547867774963]"
8940,1,49.71%,89.12%,0.2251,"[0.18822908401489258, 0.8117708563804626]"
8941,1,49.72%,89.11%,3.1386,"[0.9755693674087524, 0.024430595338344574]"
8942,0,49.71%,89.11%,0.0073,"[0.9926793575286865, 0.007320605218410492]"
8943,1,49.72%,89.11%,0.1064,"[0.10134442150592804, 0.8986555337905884]"
8944,1,49.73%,89.11%,0.1045,"[0.09639355540275574, 0.9036064743995667]"
8945,1,49.73%,89.11%,0.1441,"[0.127744659781456, 0.8722553849220276]"
8946,0,49.73%,89.11%,0.0075,"[0.9925732612609863, 0.0074266670271754265]"
8947,1,49.73%,89.11%,0.1223,"[0.10748714208602905, 0.892512857913971]"
8948,0,49.73%,89.12%,0.0077,"[0.9923564195632935, 0.007643624674528837]"
8949,0,49.72%,89.12%,0.0079,"[0.9921563863754272, 0.007843567058444023]"
8950,1,49.73%,89.12%,0.3916,"[0.12655752897262573, 0.8734424710273743]"
8951,0,49.72%,89.12%,0.0076,"[0.9924691319465637, 0.0075308396480977535]"
8952,1,49.73%,89.12%,0.1049,"[0.10392944514751434, 0.8960705399513245]"
8953,0,49.72%,89.11%,1.2488,"[0.4878090023994446, 0.5121909379959106]"
8954,0,49.72%,89.11%,0.0077,"[0.9923139214515686, 0.007686106022447348]"
8955,1,49.72%,89.11%,0.095,"[0.08855707198381424, 0.9114429354667664]"
8956,0,49.72%,89.11%,0.008,"[0.9920734763145447, 0.007926576770842075]"
8957,1,49.72%,89.12%,0.0912,"[0.08688145130872726, 0.9131185412406921]"
8958,0,49.72%,89.11%,2.3049,"[0.09877084940671921, 0.901229202747345]"
8959,0,49.71%,89.11%,1.0605,"[0.7945550084114075, 0.20544499158859253]"
8960,0,49.70%,89.11%,0.0079,"[0.9921775460243225, 0.007822510786354542]"
8961,0,49.70%,89.11%,0.0079,"[0.992152988910675, 0.00784702692180872]"
8962,1,49.70%,89.11%,0.106,"[0.10059265047311783, 0.8994073867797852]"
8963,1,49.71%,89.11%,0.1159,"[0.10601633042097092, 0.8939836621284485]"
8964,1,49.72%,89.11%,0.1127,"[0.10838479548692703, 0.8916151523590088]"
8965,0,49.71%,89.11%,0.0079,"[0.9921343326568604, 0.007865620777010918]"
8966,1,49.72%,89.12%,0.1218,"[0.10549012571573257, 0.8945098519325256]"
8967,1,49.72%,89.11%,2.8063,"[0.9433849453926086, 0.05661505088210106]"
8968,0,49.72%,89.11%,0.0077,"[0.9922789335250854, 0.007721094414591789]"
8969,1,49.72%,89.11%,0.0958,"[0.09092820435762405, 0.9090718030929565]"
8970,0,49.72%,89.11%,0.0078,"[0.9922762513160706, 0.007723794784396887]"
8971,0,49.71%,89.11%,0.0078,"[0.9922573566436768, 0.007742671296000481]"
8972,1,49.72%,89.11%,0.0929,"[0.08883373439311981, 0.9111661911010742]"
8973,1,49.72%,89.11%,0.1,"[0.09690487384796143, 0.9030951857566833]"
8974,1,49.73%,89.11%,0.1026,"[0.09827103465795517, 0.9017289876937866]"
8975,1,49.73%,89.12%,0.1163,"[0.10455118119716644, 0.8954488039016724]"
8976,0,49.73%,89.12%,0.0078,"[0.9922500848770142, 0.00774996867403388]"
8977,1,49.73%,89.12%,0.1037,"[0.10024715960025787, 0.8997528553009033]"
8978,0,49.73%,89.11%,2.2341,"[0.10734312981367111, 0.8926568627357483]"
8979,1,49.73%,89.11%,0.1101,"[0.10089296847581863, 0.8991070985794067]"
8980,1,49.74%,89.11%,0.1041,"[0.09693406522274017, 0.9030659198760986]"
8981,0,49.73%,89.11%,0.008,"[0.9920646548271179, 0.00793532095849514]"
8982,0,49.73%,89.11%,0.0081,"[0.9919759631156921, 0.00802407693117857]"
8983,0,49.72%,89.10%,2.327,"[0.10165183246135712, 0.8983481526374817]"
8984,1,49.73%,89.10%,0.1182,"[0.11701720207929611, 0.8829827308654785]"
8985,0,49.72%,89.11%,0.0079,"[0.9921374917030334, 0.00786247756332159]"
8986,0,49.72%,89.11%,0.008,"[0.9920816421508789, 0.007918303832411766]"
8987,0,49.71%,89.11%,0.0086,"[0.9913835525512695, 0.008616402745246887]"
8988,1,49.72%,89.11%,0.1095,"[0.1086403951048851, 0.8913595676422119]"
8989,0,49.71%,89.11%,0.0079,"[0.9921119213104248, 0.007888049818575382]"
8990,0,49.71%,89.11%,0.1372,"[0.849291980266571, 0.15070804953575134]"
8991,0,49.70%,89.11%,0.0082,"[0.9918839931488037, 0.008115997537970543]"
8992,0,49.69%,89.11%,0.0081,"[0.9919106364250183, 0.008089428767561913]"
8993,1,49.70%,89.11%,0.1237,"[0.12209858745336533, 0.8779014348983765]"
8994,0,49.69%,89.12%,0.0093,"[0.9905076026916504, 0.009492390789091587]"
8995,0,49.69%,89.12%,0.008,"[0.9920569062232971, 0.007943072356283665]"
8996,1,49.69%,89.12%,0.1246,"[0.11367696523666382, 0.8863230347633362]"
8997,1,49.70%,89.12%,0.1007,"[0.09651684761047363, 0.9034831523895264]"
8998,1,49.71%,89.12%,0.1297,"[0.12760359048843384, 0.8723964095115662]"
8999,1,49.71%,89.12%,0.114,"[0.11707980930805206, 0.8829202055931091]"
9000,1,49.72%,89.12%,0.6618,"[0.22798295319080353, 0.7720170617103577]"
9001,0,49.71%,89.11%,2.1325,"[0.13022387027740479, 0.8697761297225952]"
9002,1,49.72%,89.11%,0.1336,"[0.11729330569505692, 0.8827067017555237]"
9003,0,49.71%,89.12%,0.008,"[0.9920392036437988, 0.007960815913975239]"
9004,1,49.72%,89.12%,0.1422,"[0.15226638317108154, 0.8477336168289185]"
9005,0,49.71%,89.12%,0.0081,"[0.9919673800468445, 0.008032549172639847]"
9006,1,49.72%,89.12%,0.2776,"[0.25564584136009216, 0.7443541884422302]"
9007,1,49.72%,89.12%,0.1731,"[0.14626184105873108, 0.8537381291389465]"
9008,0,49.72%,89.12%,0.0079,"[0.9920938611030579, 0.00790608674287796]"
9009,1,49.72%,89.12%,0.0994,"[0.09541043639183044, 0.9045895338058472]"
9010,1,49.73%,89.12%,0.3335,"[0.24465470016002655, 0.7553452849388123]"
9011,0,49.72%,89.13%,0.4452,"[0.7252753973007202, 0.274724543094635]"
9012,0,49.72%,89.13%,0.008,"[0.9919935464859009, 0.008006462827324867]"
9013,0,49.71%,89.12%,1.9648,"[0.14404818415641785, 0.8559518456459045]"
9014,0,49.71%,89.12%,0.0086,"[0.991457998752594, 0.008541988208889961]"
9015,0,49.70%,89.12%,0.0081,"[0.9919493198394775, 0.00805065780878067]"
9016,0,49.70%,89.12%,0.0086,"[0.9914741516113281, 0.008525881916284561]"
9017,1,49.70%,89.12%,0.1054,"[0.1026369109749794, 0.8973631262779236]"
9018,0,49.70%,89.12%,0.0083,"[0.9917711615562439, 0.008228762075304985]"
9019,1,49.70%,89.12%,0.1284,"[0.12623989582061768, 0.8737601041793823]"
9020,0,49.70%,89.11%,1.6241,"[0.2130008190870285, 0.7869992256164551]"
9021,0,49.69%,89.12%,0.0081,"[0.9919509887695312, 0.008049028925597668]"
9022,0,49.68%,89.12%,0.0082,"[0.9919090867042542, 0.008090917021036148]"
9023,1,49.69%,89.12%,0.0992,"[0.09337568283081055, 0.9066243767738342]"
9024,1,49.70%,89.12%,0.099,"[0.09491009265184402, 0.9050899147987366]"
9025,1,49.70%,89.12%,0.1528,"[0.12529708445072174, 0.8747028708457947]"
9026,0,49.70%,89.12%,0.008,"[0.9920135140419006, 0.007986468262970448]"
9027,0,49.69%,89.12%,0.008,"[0.9920220375061035, 0.007977927103638649]"
9028,1,49.70%,89.12%,0.1194,"[0.115745909512043, 0.8842540979385376]"
9029,0,49.69%,89.11%,1.2052,"[0.2630787789821625, 0.7369212508201599]"
9030,1,49.70%,89.12%,0.1024,"[0.09714286774396896, 0.9028571248054504]"
9031,0,49.69%,89.12%,0.0082,"[0.9918670058250427, 0.008132989518344402]"
9032,0,49.68%,89.11%,1.8871,"[0.14471441507339478, 0.85528564453125]"
9033,1,49.69%,89.11%,0.1163,"[0.1090969517827034, 0.8909030556678772]"
9034,1,49.70%,89.11%,0.1004,"[0.0954355001449585, 0.9045644998550415]"
9035,0,49.69%,89.11%,0.008,"[0.9920750856399536, 0.007924951612949371]"
9036,0,49.68%,89.11%,0.0081,"[0.9919312596321106, 0.008068728260695934]"
9037,0,49.68%,89.11%,0.0083,"[0.9916900396347046, 0.00830988958477974]"
9038,1,49.68%,89.11%,0.1053,"[0.10049248486757278, 0.899507462978363]"
9039,1,49.69%,89.12%,0.2611,"[0.22001956403255463, 0.779980480670929]"
9040,1,49.70%,89.12%,0.1059,"[0.10052356868982315, 0.8994764089584351]"
9041,0,49.69%,89.12%,0.008,"[0.9920057654380798, 0.0079942736774683]"
9042,1,49.70%,89.12%,0.1678,"[0.1783195286989212, 0.8216804265975952]"
9043,1,49.70%,89.12%,0.174,"[0.16656900942325592, 0.8334310054779053]"
9044,1,49.71%,89.12%,0.1623,"[0.15597723424434662, 0.8440227508544922]"
9045,1,49.71%,89.12%,0.1077,"[0.10208014398813248, 0.8979198336601257]"
9046,0,49.71%,89.12%,0.008,"[0.9920685291290283, 0.007931537926197052]"
9047,1,49.71%,89.12%,0.1001,"[0.09568125009536743, 0.9043187499046326]"
9048,0,49.71%,89.13%,0.0079,"[0.9921276569366455, 0.007872340269386768]"
9049,0,49.70%,89.12%,1.1172,"[0.21572045981884003, 0.7842795252799988]"
9050,0,49.70%,89.12%,0.1937,"[0.5332242250442505, 0.46677571535110474]"
9051,0,49.69%,89.12%,0.0093,"[0.9909977912902832, 0.009002250619232655]"
9052,1,49.70%,89.12%,0.261,"[0.3128148913383484, 0.6871851682662964]"
9053,1,49.70%,89.12%,0.1185,"[0.11186298727989197, 0.8881370425224304]"
9054,1,49.71%,89.12%,0.1823,"[0.16874465346336365, 0.831255316734314]"
9055,1,49.71%,89.12%,0.2038,"[0.21673744916915894, 0.7832625508308411]"
9056,1,49.72%,89.12%,0.2013,"[0.17715653777122498, 0.8228434920310974]"
9057,0,49.71%,89.13%,0.0079,"[0.9921562671661377, 0.00784365925937891]"
9058,1,49.72%,89.13%,0.107,"[0.10084627568721771, 0.8991537094116211]"
9059,0,49.71%,89.13%,0.0079,"[0.9921663999557495, 0.0078336326405406]"
9060,1,49.72%,89.13%,0.1117,"[0.10511978715658188, 0.8948802351951599]"
9061,1,49.72%,89.13%,0.1066,"[0.10024965554475784, 0.8997503519058228]"
9062,1,49.73%,89.13%,0.0993,"[0.09406367689371109, 0.9059363007545471]"
9063,0,49.72%,89.13%,0.0078,"[0.9922205805778503, 0.007779402192682028]"
9064,0,49.72%,89.13%,0.009,"[0.9912015199661255, 0.008798441849648952]"
9065,1,49.72%,89.14%,0.0992,"[0.09582023322582245, 0.9041797518730164]"
9066,1,49.73%,89.14%,0.0988,"[0.09367312490940094, 0.9063268899917603]"
9067,1,49.74%,89.14%,0.1046,"[0.10395027697086334, 0.8960497379302979]"
9068,1,49.74%,89.14%,0.1035,"[0.09456708282232285, 0.905432939529419]"
9069,1,49.75%,89.14%,0.1067,"[0.10037587583065033, 0.8996241092681885]"
9070,0,49.74%,89.13%,2.1862,"[0.1156795471906662, 0.8843204379081726]"
9071,0,49.74%,89.13%,0.0077,"[0.9923112988471985, 0.007688614539802074]"
9072,1,49.74%,89.13%,0.0942,"[0.08984307944774628, 0.9101569652557373]"
9073,0,49.74%,89.13%,0.0078,"[0.9922409057617188, 0.0077591161243617535]"
9074,0,49.73%,89.13%,0.0114,"[0.9887121915817261, 0.01128782331943512]"
9075,0,49.72%,89.13%,2.3281,"[0.0983758345246315, 0.9016241431236267]"
9076,1,49.73%,89.13%,0.0972,"[0.09322462975978851, 0.9067753553390503]"
9077,1,49.74%,89.13%,0.098,"[0.09365040063858032, 0.9063495993614197]"
9078,1,49.74%,89.13%,0.1041,"[0.09766735881567001, 0.9023326635360718]"
9079,0,49.74%,89.13%,0.0077,"[0.9922926425933838, 0.007707278709858656]"
9080,1,49.74%,89.13%,0.103,"[0.09701966494321823, 0.9029803276062012]"
9081,0,49.74%,89.13%,0.008,"[0.9920444488525391, 0.007955503650009632]"
9082,0,49.73%,89.12%,2.0971,"[0.12387799471616745, 0.876121997833252]"
